t,date,y,filtered_h_plugin,filtered_vol_plugin,filtered_h_postmean,filtered_vol_postmean,filtered_var_postmean,smoothed_h,smoothed_vol,smoothed_var,smoothed_vol_q05,smoothed_vol_q95,ess_filter_plugin
19,2022-09-14,0.00942526,-8.931724111366494,0.011494782345198296,-9.207247847887535,0.010015474581238835,0.29266906083445576,-8.966474904731816,0.011296781098699471,0.21505847634783484,0.007866506830151726,0.016734081988885628,1479.4172676061864
20,2022-09-15,0.00412124,-9.054672987682927,0.010809428744316672,-9.33826722565222,0.0093803930596686,0.31921905603869355,-8.948038814723109,0.011401396770471287,0.20748583621851058,0.007925106630852347,0.016363391342581024,1401.6595669077442
21,2022-09-16,-0.01178171,-8.857376854451623,0.011930126645334967,-9.130408787578748,0.010407751709532096,0.27618304502173174,-8.899173735974383,0.011683392757049483,0.19575211667203368,0.008375288950413019,0.016166833699339304,1470.2201763843952
22,2022-09-19,0.0005734,-9.089756121502733,0.01062146781109349,-9.381936103113887,0.009177797273550496,0.3436543551868208,-8.89284459250879,0.011720424255023084,0.19965463000742736,0.008243520899504449,0.016461830554856186,1359.224823158641
23,2022-09-20,0.01389576,-8.798556585720979,0.012286203745094985,-9.061099906703973,0.010774748833802052,0.2630636379342727,-8.87154281290981,0.011845924359651438,0.20312355469670437,0.00836077549226427,0.016713389179461368,1436.9952800636331
24,2022-09-21,-0.0087367,-8.957311239638225,0.01134865981705336,-9.233184126313887,0.009886431048294038,0.29917171800993486,-8.863138564273314,0.01189580713989536,0.22208152383339674,0.008024300934214194,0.016887052254186664,1476.4099075473982
25,2022-09-22,-0.0076361,-8.9896739214952,0.01116650104469474,-9.272311481918262,0.009694895772799007,0.3023862439062843,-8.839502012532153,0.012037229106234658,0.20846808896594163,0.008385733375926815,0.017363309947513797,1464.7859517598931
26,2022-09-23,0.00432331,-9.079088723893019,0.01067827087180919,-9.34487262723409,0.009349463531693915,0.32157853509137607,-8.81827902702019,0.012165642198013133,0.19512195825120937,0.008764083636697475,0.017361147747674784,1403.6726792225065
27,2022-09-26,0.02057992,-8.585982521358861,0.013663991545491326,-8.839320888512606,0.01203831927125764,0.2227506791559845,-8.789581718450497,0.012341461158290637,0.1880024947581959,0.008877826267323152,0.017444906925993337,1166.9005957843626
28,2022-09-27,0.00618776,-9.048466949192479,0.010843022704136502,-9.297476810487108,0.009573672409828022,0.3062008531639129,-8.801323580852191,0.012269217565001897,0.19958454913350396,0.008627245808311252,0.017639292648791077,1442.2956902058213
29,2022-09-28,-0.01643842,-8.716132990326917,0.01280311862488496,-8.971894180815534,0.011266212344716559,0.24408941284023863,-8.776821745432352,0.012420451223823379,0.20873489605817894,0.008421639469359341,0.017894056591179888,1344.4605026272418
30,2022-09-29,-0.0098236,-8.940315894673622,0.01144550792023613,-9.200466233614414,0.0100494927658827,0.29314381014271373,-8.778493615816473,0.012410072869964088,0.21134764831180322,0.008139920244721413,0.017269631085641796,1479.3399669515818
31,2022-09-30,-0.00288372,-9.113029710077283,0.010498584346630882,-9.363051081754085,0.009264869164001214,0.3390405223529813,-8.752863817669187,0.012570130069318468,0.2007124591144633,0.008629895939145626,0.018224999808297556,1378.9023703185687
32,2022-10-03,0.00199563,-9.131651733969099,0.010401285580293698,-9.368399067629575,0.009240128062794555,0.3434558236907478,-8.720396062709204,0.01277585737866465,0.19037273279215305,0.009064687488589502,0.018297112525132622,1366.846665023033
33,2022-10-04,0.00242498,-9.12642209703797,0.01042851864313579,-9.362942345382073,0.0092653728918245,0.33487828106110473,-8.68535853202843,0.013001646625857928,0.17860877107686202,0.00922250499411795,0.018413050807759082,1373.343543144164
34,2022-10-05,0.00579771,-9.066685403894184,0.010744699648574331,-9.307643662977394,0.00952512884059981,0.3138781441930549,-8.656802283081609,0.013188617374163832,0.16493055410729204,0.009597154688061313,0.018495061930213948,1434.9021719498487
35,2022-10-06,0.02037958,-8.592456578786681,0.013619832323406546,-8.842918474126787,0.012016684293397936,0.21764437016746147,-8.633911562374504,0.013340432987507582,0.15197974546831797,0.0097125817442611,0.018700094437963003,1160.2170482129354
36,2022-10-07,0.00574213,-9.080855333296002,0.01066884286945672,-9.305180038209906,0.009536869241763652,0.3074169599404769,-8.626424819676798,0.01339046476747626,0.15089507667048482,0.009834453161170683,0.018223751754006208,1432.51795824105
37,2022-10-10,0.00508935,-9.09199029188007,0.010609609351407798,-9.326046804949996,0.009437884698573686,0.3068534410457333,-8.573808719166992,0.013747416552911878,0.14168439769260094,0.010393467731189572,0.019503453801736906,1420.4308531833215
38,2022-10-11,-0.03011215,-8.281097857402266,0.015914113392836552,-8.550705111261493,0.01390714481232728,0.16267301509344873,-8.537386751638797,0.01400006402981114,0.12301187891892745,0.010634422179207948,0.019136776813193302,684.0625991207028
39,2022-10-12,0.00950171,-8.389089916359886,0.015077601840702365,-8.604944903716772,0.013535052841521227,0.15673878200748265,-8.5665919937846,0.013797111823260943,0.12481656202432291,0.010389518962647431,0.018320628613659497,1469.2181471215347
40,2022-10-13,0.00976906,-8.423579368103976,0.014819821791493402,-8.627522655566334,0.013383116518054098,0.1714027885063758,-8.59147525545076,0.013626516692799504,0.1317433381132334,0.010224372350352633,0.018455374077041575,1471.3829141625986
41,2022-10-14,0.01564098,-8.351338115330357,0.015364908205684957,-8.57499377423051,0.013739273242919656,0.17029939610606112,-8.60321474660662,0.013546766791489187,0.14242252098308,0.009893678831364565,0.018506827990913556,1482.277679281348
42,2022-10-17,0.00576394,-8.524280092624538,0.01409211234456165,-8.71457969231609,0.012813066016547086,0.19620263212418226,-8.628947641771097,0.013373584535985599,0.14591420382305442,0.009929179686592774,0.018540088705823556,1427.7400906962687
43,2022-10-18,0.01836823,-8.338733532308458,0.015462048116730728,-8.561025320460892,0.013835567322901214,0.17968563367732002,-8.639516409219395,0.013303099781796151,0.157586579099684,0.009486905826776694,0.01813751291235161,1438.8559550899813
44,2022-10-19,-0.00467105,-8.588016607813252,0.01365010173989716,-8.776056343401748,0.012425205452783344,0.22153702163444014,-8.681391016886133,0.013027464340365988,0.16482364229393295,0.009088014720589555,0.017896056017425704,1414.0674777630622
45,2022-10-20,0.01794804,-8.368088056140202,0.015236764901376699,-8.589399421881321,0.01364066722545957,0.19593212297777768,-8.686181168324266,0.012996299912323426,0.1799908947344189,0.009153624262731636,0.017954929527127187,1437.1115553866914
46,2022-10-21,-0.00308816,-8.654902301919503,0.013201152389576969,-8.826410106124118,0.01211628270295874,0.23779978223245143,-8.720809297210486,0.012773217938824778,0.18220429918487138,0.008949167976299811,0.01760365742340128,1390.4038088438112
47,2022-10-24,0.01081423,-8.567557276668921,0.01379045437202308,-8.758660063610415,0.012533753024656587,0.22679275648274907,-8.72589258920346,0.012740794162923123,0.1840182787707748,0.008918390042573278,0.018205336291888315,1479.9671881902764
48,2022-10-25,0.00420578,-8.705646887360055,0.01287042231917162,-8.870340154019463,0.011853049804929515,0.24843451201548158,-8.741123959175468,0.012644132826436479,0.19753900088873405,0.008810823121529601,0.018002688340371092,1399.973397512589
49,2022-10-26,0.02426495,-8.266735857722118,0.016028803942122236,-8.494839450203834,0.014301087078902831,0.1937703567480133,-8.7424724768365,0.01263561028174742,0.19444024856310507,0.00889851641172534,0.018181439385732735,1201.9658961623231
50,2022-10-27,0.00088349,-8.76889534987854,0.012469773601111218,-8.922004807351279,0.011550778939076814,0.26002889228647663,-8.78880051793894,0.012346282677757817,0.21350185625518647,0.008409573728160402,0.017811359362692042,1359.446191176748
51,2022-10-28,0.0076191,-8.701363150308405,0.012898018614919717,-8.884376302794351,0.011770155439327764,0.2535575454846785,-8.79893090668332,0.01228390446846386,0.2169639878581527,0.008428918551859453,0.018130244936551236,1451.253240844396
52,2022-10-31,0.00276467,-8.803674223366507,0.012254805763696286,-8.956042025781105,0.01135586404088653,0.2726226997141862,-8.799953051174137,0.012277628109797753,0.21236197351921707,0.008425662783265186,0.017800063910249794,1377.7455819646082
53,2022-11-01,0.01607092,-8.532528074347592,0.01403411627186633,-8.731529168645112,0.012704937464714001,0.22638240087518582,-8.804049007618872,0.012252509524743542,0.2043893702362225,0.008415765800577006,0.01820067319880377,1433.923029495478
54,2022-11-02,-0.00459778,-8.802667018540808,0.012260978867712458,-8.960495005658387,0.011330608449947686,0.27184923596497756,-8.81947320922481,0.012158380369505147,0.22114450729979665,0.008348253775822422,0.018055436093765656,1406.9998553795817
55,2022-11-03,0.02299028,-8.362338113414925,0.015280633193953891,-8.560095795860803,0.013841999067493057,0.20593677398090549,-8.844759528947797,0.01200562769585378,0.2193988324364122,0.008130617182758525,0.01730090079285218,1200.0922909967687
56,2022-11-04,-0.00709639,-8.793406245706315,0.012317883581458475,-8.943865637595035,0.011425211631854776,0.265596569494864,-8.894310238659996,0.011711838404012263,0.22791130813065816,0.007981545445814631,0.017007073020854635,1446.7123985497974
57,2022-11-07,0.01812398,-8.515233765813143,0.014155997644333482,-8.708598153343685,0.012851444305114403,0.23014244059130798,-8.903534275949008,0.011657947555255841,0.2305204317328096,0.008111193975934995,0.017222831449978566,1364.2384466077217
58,2022-11-08,-0.00880708,-8.783434265385818,0.012379453794475439,-8.943954420262855,0.011424704462727274,0.26763023319182944,-8.929220457036916,0.011509180836322224,0.26251789503727485,0.007645334107862569,0.017191168288632253,1469.45149139346
59,2022-11-09,0.00664765,-8.835632571594687,0.012060540322845849,-8.997743924385233,0.011121534976926412,0.2765926581424646,-8.941307665789038,0.011439833665164698,0.257218494717826,0.0075385110119534525,0.01651478542726233,1442.5450046362187
60,2022-11-10,-0.00012168,-8.936687344062346,0.011466292071000958,-9.073737138910637,0.010706881970437348,0.29498429814282545,-8.942621949085213,0.011432318543536274,0.26438676613822504,0.0075470941721254995,0.01636942956467581,1356.4270855004322
61,2022-11-11,0.00886325,-8.815417617822135,0.012183060095217687,-8.983808724635807,0.011199295971796083,0.27609775874346376,-8.956267006888782,0.011354586685297827,0.27264444951035915,0.0075906077897203005,0.016573355813546277,1471.4575151553324
62,2022-11-14,0.00469942,-8.913595407072325,0.01159944875016894,-9.070519128956269,0.010724123263761631,0.29514587420387106,-8.976529269708871,0.011240132628985124,0.27572647376008047,0.007407084197903682,0.01684547009303925,1411.9675963670616
63,2022-11-15,0.00892455,-8.834459630166243,0.012067615551047161,-9.004280510435297,0.011085245875744366,0.2760554571977233,-8.970034282912717,0.011276694220121994,0.2644647000845806,0.007291454070560653,0.017084810479810617,1472.9136101883453
64,2022-11-16,-0.0105613,-8.803573270897092,0.012255424355760278,-8.972156785383811,0.011264733162414239,0.26549473053079264,-8.986816528221054,0.011182465989000688,0.2706313235496253,0.007367478231355386,0.01733514975043363,1480.4190396275892
65,2022-11-17,-0.01451874,-8.699989892816347,0.01290687780640724,-8.876693586535481,0.01181545577330802,0.2382349318603268,-8.992977563289168,0.011148071210506042,0.2723063274896964,0.007198681014579055,0.016705503027888747,1439.8076233784245
66,2022-11-18,-0.01030127,-8.82766226848668,0.012108699300531824,-8.994607221835288,0.01113899113560337,0.26197587928601007,-9.003093423191121,0.011091827405752553,0.2882276022302238,0.007395054000635241,0.01774272113193798,1480.8439175332503
67,2022-11-21,-0.01074701,-8.824197044513669,0.0121296971634025,-8.993086409837666,0.011147464512478602,0.2579681205834614,-9.02407313172288,0.010976083880418068,0.3010240844907176,0.0070060683364295065,0.017454522056956787,1481.1556472049745
68,2022-11-22,-0.007692,-8.91162303350878,0.011610893615662164,-9.071606685924795,0.010718293301515885,0.27869823470963,-9.041458405462008,0.010881086257100145,0.31242755302756087,0.006826805823071825,0.017308790193264485,1464.2800818352819
69,2022-11-23,-0.00423949,-8.986050911525181,0.01118674754978811,-9.139768331830027,0.010359159591891745,0.30424640630503597,-9.059723534434186,0.010782166418603195,0.29978608563661985,0.0069645132652234355,0.017088997032939052,1407.752035529055
70,2022-11-24,-0.00477907,-8.980395476471346,0.011218425278630493,-9.140653489587564,0.010354575861060629,0.2992222449772998,-9.06657401894747,0.0107452980641367,0.294992381393393,0.006792468618098063,0.01701132762325945,1416.4508834381468
71,2022-11-25,0.00013335,-9.033059528840896,0.010926876787548527,-9.184611238448568,0.010129476712883487,0.30281551877836044,-9.053951062576974,0.01081333124759884,0.2883402123192111,0.007031746165900301,0.017422259248296268,1362.399815625343
72,2022-11-28,-0.0070498,-8.950631246221395,0.011386627674450494,-9.116128854738234,0.010482328628776216,0.2908493577025543,-9.040689433329653,0.010885270687526918,0.2902270515667854,0.007166153815387664,0.01750948743064,1453.289305681219
73,2022-11-29,-0.00643909,-8.966396346252214,0.01129722483638801,-9.137192213692204,0.010372511398462157,0.2943974573760493,-9.04156722661344,0.010880494227038974,0.2864533989728073,0.007141414510802365,0.017253202676373907,1443.7270723637364
74,2022-11-30,-0.00181204,-9.035192342098492,0.01091523050465057,-9.204593852801406,0.010028773913539818,0.30764988806818505,-9.053621289615737,0.010815114366734099,0.28959195914350466,0.006993564929777581,0.01720249234156272,1365.4036404632552
75,2022-12-01,0.00871529,-8.909365369713559,0.01162400776317673,-9.09242643736838,0.010607295937037601,0.2827315401611228,-9.04608150338148,0.010855963141324422,0.27729575236490456,0.00717383453296589,0.017094365871906436,1474.1877592051226
76,2022-12-02,-0.00362109,-9.0198725330875,0.010999161168025398,-9.196831948152658,0.010067770730416927,0.3086368666344753,-9.05374386182294,0.01081445157082485,0.27424945301124654,0.006934588146366742,0.016330918592774687,1392.9194375977038
77,2022-12-05,-0.00044352,-9.050079403011258,0.010834284290498744,-9.228972975431308,0.009907269605589679,0.3237045671128177,-9.055007238267118,0.010807622366330325,0.25405694972868126,0.007272267532552968,0.016254423769182836,1357.5425369110546
78,2022-12-06,0.00089627,-9.053539495069492,0.010815556684464942,-9.234052025827665,0.009882141764678231,0.32831922556643567,-9.043797095265665,0.010868369950682072,0.25210713818727204,0.007247607855300025,0.01654693839840585,1358.4271996956036
79,2022-12-07,-0.00744222,-8.956885948771685,0.011351073314337682,-9.14290925519741,0.010342903696648803,0.29644385114254423,-9.051301646537546,0.010827665246307714,0.2507429407639696,0.007428413670769502,0.016160170648950496,1460.0087720703443
80,2022-12-08,-0.0023819,-9.052479234400318,0.010821291859209558,-9.235172330655892,0.009876607809186099,0.32240688709872845,-9.062291308634892,0.010768332216901363,0.2528109751347205,0.007270734310718436,0.01590218227693187,1370.0947529057228
81,2022-12-09,-0.00511758,-9.015420161481476,0.011023674620088327,-9.202193571787866,0.010040817076645111,0.3129086031669963,-9.056568948774537,0.010799186471660444,0.24169946212713783,0.007329252197649089,0.016189462620606245,1419.7381060420257
82,2022-12-12,0.00839226,-8.942809592531386,0.011431245994026652,-9.129240977354037,0.010413830623545188,0.2924022222109016,-9.048558978690044,0.010842523776649824,0.23863432529084694,0.007249271322054828,0.016162743945832163,1470.2909453266664
83,2022-12-13,0.00818816,-8.946897102941373,0.011407907183058725,-9.140813683393201,0.010353746524818231,0.29196609492745174,-9.04821068948478,0.01084441210806103,0.2450114146646484,0.007227834124618229,0.016607451870222913,1468.2605419776498
84,2022-12-14,-0.00844414,-8.944078126465262,0.011423997831179821,-9.13646027932206,0.010376308091951019,0.29284759115420944,-9.040453903214487,0.010886552667540985,0.2568157365743229,0.0072229415028851,0.01718386656175428,1470.3494852410288
85,2022-12-15,-0.0039508,-9.056433974825715,0.010799915300674468,-9.237167005522426,0.009866762408913505,0.3278531963345033,-9.025633029808665,0.010967526431921514,0.24551230917360162,0.007146425906577095,0.016894741011903976,1393.7928092294117
86,2022-12-16,0.00179745,-9.078186946702978,0.010683086667972023,-9.268281287687195,0.009714451626160622,0.3450209317002827,-9.000990653637542,0.011103495316890992,0.24061457304458897,0.007561626063497906,0.01655019492589576,1360.731700955672
87,2022-12-19,0.01360329,-8.788176463721973,0.012350135653727492,-8.989615627887371,0.011166826517254319,0.252233250154806,-8.98791183174258,0.011176343568442361,0.2267250725623362,0.0074189339316685626,0.01644886553949004,1437.624807248563
88,2022-12-20,0.00854884,-8.946905120464919,0.01140786145156816,-9.147339128280704,0.01032002017343568,0.2990328380358605,-8.985103335724066,0.011192048951194545,0.2238096926906411,0.00748989165128992,0.01639371866617676,1474.158862102167
89,2022-12-21,-0.01040573,-8.890092996555442,0.01173656028841474,-9.094496605450225,0.010596322174658758,0.27981630374953964,-8.994369443883944,0.011140315517575152,0.2306064045240466,0.007389378372456945,0.016408659103942614,1478.6220553471217
90,2022-12-22,0.00138922,-9.087350727188925,0.010634249905185396,-9.286156394676372,0.009628015036281995,0.3434994179282164,-8.985202107234054,0.011191496237055376,0.23663538977694562,0.007512317838789932,0.01674299479079503,1357.9878981033762
91,2022-12-23,-0.0061654,-9.014255787608285,0.011030094327999139,-9.21465432406093,0.009978453485587797,0.31362506681771185,-8.979265842804358,0.011224763423850216,0.263355484431764,0.007569466377581786,0.01693617533164595,1440.3391732666876
92,2022-12-26,-0.00680401,-8.995285864349741,0.011135212080320157,-9.20225933740361,0.010040486911814703,0.31044570415350203,-8.963763977431991,0.01131210385721485,0.273115268602495,0.007334227465061865,0.017029645398923203,1451.3333417889621
93,2022-12-27,-0.01364939,-8.793246813967224,0.012318865551397903,-9.003660840706068,0.01108868100353319,0.25124023658530314,-8.955065692415108,0.011361408948677461,0.28503230012072966,0.0073843335776885,0.017020093772138208,1440.6522827600986
94,2022-12-28,-0.00516774,-9.035254209294441,0.010914892862520608,-9.255980801590976,0.009774381968919815,0.3235276476948839,-8.953951614870695,0.011367739456974361,0.2727868293920394,0.007190574773694948,0.016912334024948576,1422.668997500151
95,2022-12-29,0.00319905,-9.083429803901996,0.010655118393483112,-9.29183594100381,0.00960071244249669,0.33634866344276715,-8.941001120185998,0.011441587214901789,0.2684208651450362,0.007190228840187288,0.016696576091462887,1381.3519940070294
96,2022-12-30,-0.0071861,-9.000733984723421,0.011104920369373671,-9.210431539675064,0.009999544171894874,0.3140945987940446,-8.931478577377373,0.011496193611706644,0.2648851390687213,0.007212880037775128,0.016851662261605834,1457.0310109220663
97,2023-01-02,0.00391744,-9.0759237605257,0.010695182417453365,-9.292385203355078,0.009598076149572367,0.3518281058896211,-8.909415669001124,0.011623715427198249,0.2717963849026678,0.007407317197245631,0.017198769889025606,1394.1328585671022
98,2023-01-03,-0.00068419,-9.116726491957492,0.010479196781860068,-9.341302536928376,0.009366167650620753,0.3621071247756894,-8.898884197920056,0.011685084272889485,0.26916226832084794,0.0072351834929193885,0.01719307802224485,1346.1653130446332
99,2023-01-04,0.00038945,-9.120744139224527,0.010458167053284166,-9.342158137615941,0.009362161657823538,0.36357797243022993,-8.878583341964493,0.01180429688518366,0.2652523516643268,0.007516946672910193,0.017478236370226472,1347.6191908661094
100,2023-01-05,-0.00545084,-9.052562503961292,0.010820841326477393,-9.272940382897575,0.00969184768733718,0.3399332359290226,-8.846869112451293,0.011992970935082552,0.24560796490098843,0.007927900744837402,0.01738925051714057,1426.0733238353569
101,2023-01-06,0.00312274,-9.094643814229766,0.010595542267533925,-9.318607877259472,0.009473053934290676,0.35840477172935425,-8.821740551566435,0.012144604574282816,0.2538009865348222,0.007953612011379242,0.017855020097963695,1377.9126062067135
102,2023-01-09,0.00662789,-9.021033752026073,0.010992776804487354,-9.23965863530304,0.00985447790308435,0.32827296775323533,-8.77438580033708,0.01243558820878806,0.2400106421945082,0.008423308280110425,0.018520327609302386,1446.9511637839062
103,2023-01-10,-0.00363304,-9.090018407453567,0.010620074971534006,-9.308822494778726,0.009519516232448006,0.3544178405927524,-8.7555899478631,0.012553007835767257,0.23753930191941938,0.008613776489354522,0.018585437744366693,1387.8848226028351
104,2023-01-11,0.00622906,-9.035902103549851,0.010911357586980681,-9.25132677144108,0.009797153587784288,0.3264986237885852,-8.741915479924149,0.012639129769766968,0.23251639619436343,0.008511211199504641,0.01816019968556299,1440.795506205345
105,2023-01-12,-0.00588793,-9.043526532963986,0.010869840335732201,-9.256200384447574,0.009773308884471522,0.329438017148944,-8.720156885199708,0.012777385318899815,0.22206044172044775,0.008745694437516426,0.018451645541244968,1433.2309849981984
106,2023-01-13,-0.01011177,-8.923953831800453,0.011539528046753619,-9.142532763095838,0.010344850890693397,0.29265472351558003,-8.693482112282464,0.012948943772381242,0.22529283590696825,0.008936804626904405,0.018994875003736474,1477.205896706258
107,2023-01-16,0.01891238,-8.618682620373043,0.013442401051384186,-8.856639995968486,0.011934522862644499,0.23156569513926872,-8.671508828192408,0.013091993561971292,0.2171760279727377,0.009006255641993283,0.018490301310049223,1247.227206994091
108,2023-01-17,-0.00398774,-9.078903187396666,0.010679261522241265,-9.32094762455035,0.009461978138055388,0.3480210829511137,-8.676953320082266,0.013056402401511687,0.22735983382997674,0.008741362620904136,0.018554197309961187,1395.8735192742975
109,2023-01-18,0.0021833,-9.102201101737698,0.010555581035103175,-9.35455610051258,0.009304305301901222,0.3590835108636445,-8.635368519502983,0.013330718306936405,0.2221784084223433,0.009099625590968191,0.01930863508894925,1366.0911210685545
110,2023-01-19,-0.00903664,-8.947843884176958,0.011402508064876388,-9.196686839196929,0.010068501218765315,0.30559587834902935,-8.61140781351606,0.013491385521186616,0.23224092411587327,0.009135735584868165,0.019816866532241142,1475.9574392421287
111,2023-01-20,-0.00336744,-9.082923099168706,0.010657818234936153,-9.3434994864943,0.009355884800403363,0.3497324363014439,-8.582657487943694,0.013686727053572338,0.22252292674237825,0.00938770004557246,0.02028060817728781,1385.2370344666624
112,2023-01-23,0.01210744,-8.854196186881126,0.011949114623410887,-9.096720616608774,0.010584545554328039,0.2772202707240512,-8.541451120319218,0.013971642207899823,0.19285428822067155,0.009769566324940134,0.019352778168934943,1463.1700894543746
113,2023-01-24,-0.0105585,-8.896353061964827,0.011699881903089375,-9.159867805884936,0.010255574137275908,0.29161387695706426,-8.517072170250836,0.014142991398489626,0.18398624178689318,0.010051015680815217,0.020201232918904476,1475.9948652890646
114,2023-01-25,-0.0031247,-9.079937479249201,0.010673740213433718,-9.358397305413279,0.009286452579818279,0.35197876020861407,-8.502051164284541,0.014249612264559338,0.18648977800129454,0.01018013432782125,0.020453574865418805,1374.158363720175
115,2023-01-26,-0.00273429,-9.083988429407185,0.010652142698629515,-9.367018646399295,0.009246507898730718,0.3558291224380148,-8.462486968885191,0.014534306123347473,0.1855110782915195,0.010303632529388273,0.020812808030021397,1369.589051369108
116,2023-01-27,-0.0263923,-8.370097128175086,0.015221466707323874,-8.632067868004833,0.013352736498208654,0.20414890090360452,-8.431585689282507,0.014760614252668931,0.18247454789545908,0.010563074308713238,0.020492686092035323,892.7153492534828
117,2023-01-30,0.00025713,-9.090943559160813,0.010615163517336143,-8.754501209807678,0.012559843164739562,0.19828336785048514,-8.421036691465359,0.014838674780546618,0.19195810021014761,0.010743623637783,0.02184639623278621,1347.2777917061849
118,2023-01-31,0.01026982,-8.89219633947278,0.011724223771055094,-8.711143674014718,0.01283509790128262,0.19955764786582791,-8.415257868232208,0.014881611821351986,0.18805602229110557,0.010876588547207688,0.022452830132351515,1478.5446240810954
119,2023-02-01,-0.0002556,-9.080639616594425,0.010669993655313258,-8.805399570575064,0.01224423842497583,0.2132485839787362,-8.416808828138448,0.014870075903229151,0.20504462732605083,0.010607153242179678,0.02240987687873451,1350.1956972932899
