date,fed_funds,tbill_3m,tbond_10y,spread
2015-11-01,1.842117312636695,1.704877688087466,3.0940732602044214,1.3891955721169553
2015-12-01,1.796424058175996,1.8243708774033502,3.486124786938505,1.6617539095351546
2016-01-01,1.7359236713893265,1.6248026207799717,2.8834493812208857,1.258646760440914
2016-02-01,1.7912375817317738,2.099048274861081,3.597974839053238,1.498926564192157
2016-03-01,1.7956722291719505,1.9646717018168325,3.388401127985002,1.4237294261681697
2016-04-01,1.800444845833791,2.0181378531196548,3.512268787962166,1.4941309348425111
2016-05-01,1.8558604350733319,1.6663592360348225,2.8882536063801054,1.221894370345283
2016-06-01,1.9554427079516143,1.8602020797517922,3.902876198715457,2.0426741189636646
2016-07-01,1.792125820955526,1.6985059765952188,3.1605764787043493,1.4620705021091305
2016-08-01,1.8749945429881196,2.039450066778327,3.2519221678713577,1.2124721010930308
2016-09-01,1.932985255543964,2.1043435293915147,2.8986926077304735,0.7943490783389588
2016-10-01,1.91640984273054,1.5736610259788182,3.286554058516509,1.712893032537691
2016-11-01,1.985149834609678,2.3382341710264196,3.180306174407374,0.8420720033809546
2016-12-01,1.9803717171911428,2.4691691742932202,3.7813989938476693,1.312229819554449
2017-01-01,2.0741833417856963,1.8127265013642044,3.475457808876162,1.6627313075119576
2017-02-01,2.141933049505484,2.0640367027626434,3.435013615086327,1.3709769123236835
2017-03-01,2.1659024826641837,2.4161311417795224,4.019238651187898,1.6031075094083755
2017-04-01,2.126346190658406,2.071865616302877,3.1946703250012605,1.1228047086983834
2017-05-01,2.130602023240207,2.156277274390658,3.271711972592868,1.1154346982022099
2017-06-01,2.0762657931206867,2.134223511056123,3.3647421091224166,1.2305185980662934
2017-07-01,2.033483743497961,1.7681604949252896,3.8637796430657967,2.095619148140507
2017-08-01,2.0438872130638823,2.0292171325914543,3.3223809178795993,1.293163785288145
2017-09-01,2.035890776506412,1.8874828995574788,3.5130345087944934,1.6255516092370146
2017-10-01,1.9959229232823736,2.0193103009194413,3.3003825350967193,1.281072234177278
2017-11-01,2.0930310725671935,2.1931253296028745,3.2418524620024325,1.048727132399558
2017-12-01,2.0589043703349934,2.211182278744207,3.4645425874459495,1.2533603087017426
2018-01-01,2.056677077157489,2.1720231838438218,3.607786342470161,1.4357631586263393
2018-02-01,2.056054125893136,2.006420928037636,3.136465900423914,1.130044972386278
2018-03-01,1.9247058825100132,2.0648872365131123,3.4129269491840852,1.348039712670973
2018-04-01,2.0765743612191474,2.5811802706556346,2.861746919376834,0.2805666487211993
2018-05-01,2.04134923563161,1.9667131735544041,3.2296364108082094,1.2629232372538053
2018-06-01,2.0849603806885066,1.5530013565926466,3.829030135368943,2.2760287787762965
2018-07-01,1.9548714216694447,1.834835038688356,3.3718962498392373,1.5370612111508812
2018-08-01,1.9454727273680172,1.7975722077660734,3.6217372630110227,1.8241650552449493
2018-09-01,1.8506836862729334,1.592653478167012,3.669936871471155,2.077283393304143
2018-10-01,1.8231515684239283,1.8049050977322805,3.5081368487583693,1.7032317510260888
2018-11-01,1.8958224618046335,1.818941017321867,3.4872448789195545,1.6683038615976875
2018-12-01,1.9415062926354303,2.0237057112676013,3.6397508480809,1.6160451368132986
2019-01-01,1.977986976441955,2.1721600992323276,3.5062673618899693,1.3341072626576418
2019-02-01,2.0075135011329595,2.59157867575242,3.394419865077422,0.8028411893250023
2019-03-01,1.9038350928556529,2.1305124226932906,3.613360897894742,1.4828484752014512
2019-04-01,1.8391242139747455,1.921593339466986,3.460723121414125,1.5391297819471392
2019-05-01,1.8713172547984596,1.5656167326724797,3.4189025814939495,1.8532858488214699
2019-06-01,1.9498808116958384,1.7401046707011312,3.9040594195181826,2.1639547488170514
2019-07-01,1.976749713785135,1.8320197890943486,3.5769720146108233,1.7449522255164747
2019-08-01,2.0102822226138164,2.038592146068991,4.214660867638575,2.1760687215695835
2019-09-01,2.0424005153635902,1.7397881832943487,3.1555812895298363,1.4157931062354876
2019-10-01,2.083642315614875,2.2165569778806167,3.888231730108778,1.6716747522281614
2019-11-01,2.111869238194847,2.4785182306475697,3.6310293352999787,1.152511104652409
2019-12-01,2.044008542794274,2.243023363192376,3.841265957472779,1.598242594280403
2020-01-01,2.1015921216345355,2.4673592737175234,3.4901587426211718,1.0227994689036484
2020-02-01,2.046273463051646,2.0900459800449966,3.973677531010781,1.8836315509657844
2020-03-01,1.958325243368107,2.159490157005454,3.838780822536235,1.679290665530781
2020-04-01,1.9661821708207192,2.081247412103082,3.6310751961700936,1.5498277840670114
2020-05-01,1.8885250283704484,2.123977297222656,3.209491011378051,1.085513714155395
2020-06-01,1.82751983749369,2.112363841995997,3.3443973772476183,1.2320335352516212
2020-07-01,1.8346894608077315,1.6933528402353115,3.1302476711537337,1.4368948309184222
2020-08-01,1.7896506300579107,1.5941012842051911,3.3107366860128895,1.7166354018076984
2020-09-01,1.7418150338727219,1.6280402406151637,2.7826578914847255,1.1546176508695618
2020-10-01,1.769037257826348,2.0746153110560237,2.9300931965703567,0.855477885514333
2020-11-01,1.832498489244236,2.035717906341428,2.9208566199818593,0.8851387136404312
2020-12-01,1.8751307596902693,2.17829544733816,3.6626871474192555,1.4843917000810953
2021-01-01,1.927425534684693,1.84957429976118,3.5048197446266856,1.6552454448655056
2021-02-01,1.8422336544018167,1.9601197222724265,2.9027640800102525,0.9426443577378261
2021-03-01,1.8805380968150274,2.0797204115547836,3.310306423341015,1.2305860117862313
2021-04-01,1.8807890322243417,1.598426808856783,3.7719114068156756,2.1734845979588924
2021-05-01,1.8408202308678252,1.8584841740631228,3.2961838170470177,1.4376996429838949
2021-06-01,1.8250892630712734,1.9905229873291377,2.9577735433719496,0.967250556042812
2021-07-01,1.8050124823528901,1.9522503795529027,3.110917767585979,1.1586673880330762
2021-08-01,1.7479154221612785,1.6949495350567312,3.3053037143929407,1.6103541793362095
