date,gdp_growth,inflation,output_gap
2013-04-01,-0.049019482123533076,0.58944917401228,-1.2338268889661252
2013-07-01,-0.14866178949357856,0.45845352493225056,-1.4620725386281908
2013-10-01,0.7297101793873991,-0.05471174897980807,-0.7495039621738548
2014-01-01,0.8415960504871292,0.2195079653831877,-0.38239134796615526
2014-04-01,0.3334530407594227,-0.08808197802394846,-0.6029880562213215
2014-07-01,0.5449088638871564,-0.05383254529793349,-0.44632569112012244
2014-10-01,0.6851940193732922,0.14611830514283727,-0.24072244721874597
2015-01-01,1.3918358209581618,0.21473582632674343,0.608311487885461
2015-04-01,0.2843284173438416,0.4236895599635233,-0.025099556002563694
2015-07-01,0.5529279111926827,0.8685553854137893,0.08991869718383162
2015-10-01,0.896578457773715,0.8926964830941394,0.4894905807043546
2016-01-01,1.3113553346324816,0.4630875447577281,1.1232439101732645
2016-04-01,0.4272220795390977,0.26175626564037635,0.5787193617637378
2016-07-01,0.3070860957198076,-0.058415354341674275,0.26807058783310633
2016-10-01,0.8155428375573118,0.05779674761718641,0.5320319436736872
2017-01-01,-0.09651997074585406,-0.07343885915236636,-0.3097775923123791
2017-04-01,0.5351448184165781,0.3452047704243652,-0.09106515012480565
2017-07-01,1.5243884143284303,1.2925593200200833,0.9255133257460487
2017-10-01,0.935265308934519,0.8341495087209205,0.9476153772348372
2018-01-01,-0.4688584985573909,0.8609813602545211,-0.3079308385777848
2018-04-01,-0.2332262332478324,0.6046368491963896,-0.6528152185173909
2018-07-01,-0.036479954423892735,0.5193472168501655,-0.8283005743438168
2018-10-01,0.8701114073816374,0.5588336243075246,-0.12965034408123166
2019-01-01,0.5258326412643946,0.2739929815366056,-0.1830376937843295
2019-04-01,-0.30699097812652065,0.2221943464168444,-0.9837716273796421
2019-07-01,0.2587919965111991,0.82056546765943,-0.8139085773128739
2019-10-01,0.4607183129238597,1.032157280494078,-0.5859896011138563
2020-01-01,0.1853519665581741,0.5400628820669402,-0.7184394801606611
2020-04-01,-0.08095907935542773,0.3197437964140408,-1.0573099652447149
2020-07-01,1.4079727627695497,0.1233566997547414,0.21838689402181033
2020-10-01,1.229300760723563,0.03587017454068864,0.5939541170856207
2021-01-01,1.230989717200122,0.35205945004641914,0.9409498001056187
2021-04-01,0.6557720213263495,0.4457623430518693,0.6744408912554498
2021-07-01,0.22476152437802271,0.6286439016472501,0.2121588652896647
2021-10-01,0.17707232697829176,0.23360707824180188,-0.05776464793865824
2022-01-01,-0.20920779689050228,0.37415494643481173,-0.6851805055107363
2022-04-01,1.0893677944945857,0.4494455567318746,0.24140122379662843
2022-07-01,0.6225466196202469,0.6048281213178044,0.13380181598236146
2022-10-01,1.179282044607706,0.6703217663126323,0.7600423236393016
2023-01-01,0.48128882133418,1.0100759516671944,0.40257024349457277
2023-04-01,0.6577572704643413,1.3418444048325426,0.536434414026465
2023-07-01,0.5547599592670012,0.7548382373898468,0.5207647498321251
2023-10-01,-0.1931354355817168,1.2014031438056176,-0.2674677997571324
2024-01-01,1.0837519153365718,0.9274696649000662,0.6478586205859426
2024-04-01,0.44078494754297093,1.2918496488695355,0.32669323590076016
2024-07-01,-0.15047232164580626,0.8079158958990753,-0.29216825230113586
2024-10-01,0.5957301112608728,0.5896359741891855,0.08792879550361352
