date,returns
2014-11-19,-2.986e-05
2014-11-20,-0.01050105
2014-11-21,-0.02404809
2014-11-24,-0.00473239
2014-11-25,0.02118904
2014-11-26,-0.01079255
2014-11-27,-0.00448885
2014-11-28,0.00244082
2014-12-01,-0.00376416
2014-12-02,-0.01425959
2014-12-03,0.03334149
2014-12-04,0.01872567
2014-12-05,0.00778579
2014-12-08,-0.00188246
2014-12-09,0.00554424
2014-12-10,0.00799343
2014-12-11,0.00481817
2014-12-12,0.00578924
2014-12-15,0.01138601
2014-12-16,-0.00325843
2014-12-17,-0.01378039
2014-12-18,0.00947998
2014-12-19,-0.01448058
2014-12-22,-0.00418621
2014-12-23,0.00447549
2014-12-24,0.00463059
2014-12-25,-0.00222992
2014-12-26,-0.00044096
2014-12-29,0.00342595
2014-12-30,-0.00622544
2014-12-31,0.01664795
2015-01-01,-0.0081222
2015-01-02,-0.00167312
2015-01-05,-0.00467181
2015-01-06,0.00191162
2015-01-07,0.01973991
2015-01-08,-0.01111578
2015-01-09,0.00563171
2015-01-12,0.00713208
2015-01-13,0.0122189
2015-01-14,-0.00678431
2015-01-15,-0.00645367
2015-01-16,-0.0011961
2015-01-19,-0.00101625
2015-01-20,-0.00819168
2015-01-21,0.0061536
2015-01-22,0.0053541
2015-01-23,0.01918891
2015-01-26,-0.0025456
2015-01-27,-0.0088759
2015-01-28,-0.00706494
2015-01-29,0.0030746
2015-01-30,-0.00611063
2015-02-02,0.00687255
2015-02-03,-0.00547406
2015-02-04,0.00202581
2015-02-05,-0.00027438
2015-02-06,-0.00746456
2015-02-09,-0.01246355
2015-02-10,0.01221864
2015-02-11,0.00372935
2015-02-12,-0.00917267
2015-02-13,-0.00838207
2015-02-16,0.01728942
2015-02-17,-0.00637361
2015-02-18,0.01340819
2015-02-19,0.00219466
2015-02-20,-0.01382415
2015-02-23,-0.00307186
2015-02-24,0.00661124
2015-02-25,-0.01378744
2015-02-26,-0.00445965
2015-02-27,-0.00531657
2015-03-02,0.00498154
2015-03-03,0.00437861
2015-03-04,0.00474381
2015-03-05,0.00213716
2015-03-06,0.0035224
2015-03-09,-0.00859937
2015-03-10,0.00206653
2015-03-11,0.01061102
2015-03-12,0.00052418
2015-03-13,-0.00413792
2015-03-16,-0.00366467
2015-03-17,0.01025997
2015-03-18,-0.01640762
2015-03-19,0.01992933
2015-03-20,-0.01436211
2015-03-23,-0.00184313
2015-03-24,-0.00800746
2015-03-25,0.00438444
2015-03-26,0.00531332
2015-03-27,0.00170684
2015-03-30,-0.00084547
2015-03-31,-0.01427844
2015-04-01,-0.00304014
2015-04-02,-0.00137334
2015-04-03,-0.0114542
2015-04-06,0.0038264
2015-04-07,0.00215929
2015-04-08,-0.00335402
2015-04-09,0.00012099
2015-04-10,-0.00301109
2015-04-13,-0.01616191
2015-04-14,0.00453466
2015-04-15,-0.02163682
2015-04-16,0.00275477
2015-04-17,-0.01111816
2015-04-20,0.0035008
2015-04-21,0.00475862
2015-04-22,-0.00151462
2015-04-23,0.0074395
2015-04-24,-0.00611522
2015-04-27,-0.00543191
2015-04-28,0.01906953
2015-04-29,-0.00486406
2015-04-30,-0.00273912
2015-05-01,-0.02911962
2015-05-04,-0.00939614
2015-05-05,-0.01006722
2015-05-06,-0.00174928
2015-05-07,-0.00237427
2015-05-08,-0.00028446
2015-05-11,-0.01038279
2015-05-12,0.00609049
2015-05-13,0.00693302
2015-05-14,0.00749381
2015-05-15,0.00018338
2015-05-18,-0.01131936
2015-05-19,0.00628439
2015-05-20,-0.00847761
2015-05-21,0.00997952
2015-05-22,-0.01095813
2015-05-25,0.01078072
2015-05-26,0.00594711
2015-05-27,-0.0074581
2015-05-28,0.00071876
2015-05-29,-0.00110594
2015-06-01,0.00151401
2015-06-02,0.00684021
2015-06-03,-0.01633021
2015-06-04,0.00971002
2015-06-05,-0.01365372
2015-06-08,0.00738076
2015-06-09,0.00470794
2015-06-10,-0.00719638
2015-06-11,-0.0022277
2015-06-12,0.01667155
2015-06-15,0.01047127
2015-06-16,0.007575
2015-06-17,0.00423368
2015-06-18,0.0064146
2015-06-19,0.00672608
2015-06-22,-0.01810293
2015-06-23,-0.00547607
2015-06-24,0.01649652
2015-06-25,0.01486221
2015-06-26,0.01500406
2015-06-29,0.00251031
2015-06-30,0.00435364
2015-07-01,-0.01307206
2015-07-02,-0.00051722
2015-07-03,0.01052592
2015-07-06,0.00314535
2015-07-07,-0.00202552
2015-07-08,-0.00132128
2015-07-09,-0.01254127
2015-07-10,0.00445013
2015-07-13,-0.00087011
2015-07-14,0.01105706
2015-07-15,0.00072103
2015-07-16,-0.01085152
2015-07-17,0.00429053
2015-07-20,0.01281618
2015-07-21,-0.01373866
2015-07-22,0.00270384
2015-07-23,-0.00601829
2015-07-24,-0.00529594
2015-07-27,0.0036305
2015-07-28,0.00285005
2015-07-29,-0.01181472
2015-07-30,0.01516479
2015-07-31,-0.02013903
2015-08-03,0.00055209
2015-08-04,-0.00072548
2015-08-05,-0.02488813
2015-08-06,0.01541802
2015-08-07,-0.00314619
2015-08-10,-0.00748793
2015-08-11,0.01254902
2015-08-12,-0.00293528
2015-08-13,0.00068521
2015-08-14,-0.00082287
2015-08-17,0.00472618
2015-08-18,0.01275463
2015-08-19,0.01381317
2015-08-20,-0.00635281
2015-08-21,0.00074414
2015-08-24,0.00050216
2015-08-25,0.00653549
2015-08-26,0.00895913
2015-08-27,-0.01730896
2015-08-28,0.00131981
2015-08-31,0.00996295
2015-09-01,-0.0040617
2015-09-02,-0.00018246
2015-09-03,-0.01032877
2015-09-04,0.00099463
2015-09-07,-0.01897984
2015-09-08,-0.0018788
2015-09-09,2.514e-05
2015-09-10,0.00975854
2015-09-11,-0.01066656
2015-09-14,0.00284055
2015-09-15,-0.00380624
2015-09-16,-0.01370379
2015-09-17,-0.00408644
2015-09-18,0.00059814
2015-09-21,0.00831663
2015-09-22,-0.00607353
2015-09-23,-0.0114766
2015-09-24,0.00111106
2015-09-25,0.01283542
2015-09-28,0.01607244
2015-09-29,-0.00941684
2015-09-30,-0.00798607
2015-10-01,0.00324347
2015-10-02,-0.00450763
2015-10-05,0.00985938
2015-10-06,0.00509405
2015-10-07,-0.01825894
2015-10-08,-0.00811353
2015-10-09,-0.00530035
2015-10-12,0.01860866
2015-10-13,0.00429494
2015-10-14,0.00102288
2015-10-15,0.00459495
2015-10-16,0.01727522
2015-10-19,0.00649808
2015-10-20,-0.00056318
2015-10-21,0.00932198
2015-10-22,0.00966479
2015-10-23,0.01337337
2015-10-26,-0.00364356
2015-10-27,-0.03285365
2015-10-28,-0.0419181
2015-10-29,0.00501028
2015-10-30,-0.01218796
2015-11-02,0.01441732
2015-11-03,0.02277594
2015-11-04,0.00439683
2015-11-05,0.00175252
2015-11-06,-0.00084545
2015-11-09,-0.01393384
2015-11-10,-0.00733255
2015-11-11,0.00067682
2015-11-12,-0.00083702
2015-11-13,0.00699891
2015-11-16,-0.0103584
2015-11-17,-0.00421593
2015-11-18,0.0047658
2015-11-19,-0.01556819
2015-11-20,0.00804186
2015-11-23,0.00710993
2015-11-24,0.00358089
2015-11-25,-0.00440951
2015-11-26,0.01554332
2015-11-27,0.01541134
2015-11-30,0.00432454
2015-12-01,0.00174697
2015-12-02,0.01019949
2015-12-03,-0.0084194
2015-12-04,0.00768206
2015-12-07,0.00425881
2015-12-08,-0.00423653
2015-12-09,0.00508957
2015-12-10,0.01718867
2015-12-11,-0.01848693
2015-12-14,-0.01058076
2015-12-15,-0.00262987
2015-12-16,0.00680231
2015-12-17,0.00368836
2015-12-18,0.00707486
2015-12-21,-0.00323191
2015-12-22,0.00060746
2015-12-23,0.00925932
2015-12-24,0.00217566
2015-12-25,0.00467097
2015-12-28,0.00028779
2015-12-29,-0.00491154
2015-12-30,0.00696582
2015-12-31,0.00937179
2016-01-01,0.00129357
2016-01-04,-0.00772199
2016-01-05,0.00522221
2016-01-06,0.00406299
2016-01-07,-0.00133751
2016-01-08,0.02017892
2016-01-11,0.01138728
2016-01-12,0.00344931
2016-01-13,0.0037562
2016-01-14,0.01157676
2016-01-15,0.00890534
2016-01-18,-0.00014392
2016-01-19,0.00346961
2016-01-20,-0.00029317
2016-01-21,-0.00820937
2016-01-22,-0.01178411
2016-01-25,0.00194133
2016-01-26,0.02249507
2016-01-27,0.01132275
2016-01-28,-0.00088739
2016-01-29,0.00080234
2016-02-01,-0.00305594
2016-02-02,-0.0114362
2016-02-03,-0.0019045
2016-02-04,0.00036582
2016-02-05,0.00177455
2016-02-08,0.00999779
2016-02-09,0.00462909
2016-02-10,0.01188055
2016-02-11,0.00644935
2016-02-12,0.0057051
2016-02-15,0.00713295
2016-02-16,-0.00686164
2016-02-17,0.00852321
2016-02-18,-0.00261444
2016-02-19,-0.00210873
2016-02-22,0.00109782
2016-02-23,-0.00361329
2016-02-24,-0.01064296
2016-02-25,0.00033535
2016-02-26,-0.00226285
2016-02-29,-0.0026049
2016-03-01,-0.00087803
2016-03-02,-0.02439724
2016-03-03,-0.00263243
2016-03-04,0.01507968
2016-03-07,0.01395668
2016-03-08,0.00069643
2016-03-09,0.00034024
2016-03-10,-0.02698717
2016-03-11,-0.00536013
2016-03-14,0.00750675
2016-03-15,-0.00383331
2016-03-16,0.01208806
2016-03-17,0.01143099
2016-03-18,-0.0062941
2016-03-21,0.00165309
2016-03-22,0.01828483
2016-03-23,-0.01461461
2016-03-24,-0.0032628
2016-03-25,-0.01429579
2016-03-28,-0.00757891
2016-03-29,0.0194846
2016-03-30,-0.0034801
2016-03-31,-0.01824117
2016-04-01,-0.00935412
2016-04-04,-0.01514585
2016-04-05,0.00167436
2016-04-06,0.00426063
2016-04-07,0.0078146
2016-04-08,0.00562826
2016-04-11,-0.0113453
2016-04-12,0.00334973
2016-04-13,-0.00092793
2016-04-14,0.0099665
2016-04-15,0.00740782
2016-04-18,0.02122857
2016-04-19,-0.00889569
2016-04-20,-0.01120792
2016-04-21,-0.00458572
2016-04-22,-0.00075737
2016-04-25,-0.00640532
2016-04-26,-0.00809968
2016-04-27,0.00356808
2016-04-28,-0.00536724
2016-04-29,-0.00786975
2016-05-02,-0.01314852
2016-05-03,-0.0194473
2016-05-04,0.01117592
2016-05-05,0.01092954
2016-05-06,0.006946
2016-05-09,0.00453829
2016-05-10,-0.00460405
2016-05-11,0.00530617
2016-05-12,-0.00934935
2016-05-13,0.00099603
2016-05-16,-0.00624513
2016-05-17,0.00504741
2016-05-18,0.01377875
2016-05-19,-0.0091355
2016-05-20,-0.00525366
2016-05-23,0.00105802
2016-05-24,-0.01936114
2016-05-25,-0.01649381
2016-05-26,0.01762199
2016-05-27,0.00358572
2016-05-30,-0.00624996
2016-05-31,-0.00012128
2016-06-01,-0.00555339
2016-06-02,0.00155326
2016-06-03,-0.0057165
2016-06-06,-0.0012435
2016-06-07,0.00868395
2016-06-08,0.00809479
2016-06-09,0.02110232
2016-06-10,0.00550852
2016-06-13,0.00061268
2016-06-14,0.02114466
2016-06-15,-0.00255875
2016-06-16,-0.03017252
2016-06-17,0.0101545
2016-06-20,0.00340568
2016-06-21,3.451e-05
2016-06-22,0.01091497
2016-06-23,-0.00539563
2016-06-24,-0.02659129
2016-06-27,0.01111682
2016-06-28,-0.00737691
2016-06-29,-0.01014372
2016-06-30,-0.02233471
2016-07-01,0.00879739
2016-07-04,-0.02723618
2016-07-05,0.01319137
2016-07-06,-0.00277959
2016-07-07,0.00697249
2016-07-08,0.00353596
2016-07-11,0.01561693
2016-07-12,0.00341663
2016-07-13,0.00937802
2016-07-14,-0.00381639
2016-07-15,-0.01125287
2016-07-18,0.00760968
2016-07-19,-0.01201231
2016-07-20,0.00604867
2016-07-21,-0.00719298
2016-07-22,0.0023033
2016-07-25,0.01455171
2016-07-26,0.00552465
2016-07-27,-0.00171128
2016-07-28,0.00414899
2016-07-29,-0.00458603
2016-08-01,0.02051283
2016-08-02,-0.0062662
2016-08-03,-0.0007384
2016-08-04,0.00558525
2016-08-05,0.00337767
2016-08-08,0.00488564
2016-08-09,-0.00458878
2016-08-10,-0.00209558
2016-08-11,0.00877735
2016-08-12,0.00751356
2016-08-15,0.00340092
2016-08-16,0.01057677
2016-08-17,0.0083564
2016-08-18,0.00669196
2016-08-19,-0.01247284
2016-08-22,0.0032157
2016-08-23,0.00177558
2016-08-24,0.01285528
2016-08-25,-0.0261321
2016-08-26,-0.00119489
2016-08-29,0.00107288
2016-08-30,-0.00936869
2016-08-31,-0.00805249
2016-09-01,0.01329287
2016-09-02,0.00425314
2016-09-05,0.01461087
2016-09-06,-0.00116481
2016-09-07,-0.01148966
2016-09-08,-0.00262512
2016-09-09,-0.00410315
2016-09-12,0.00633423
2016-09-13,0.00607734
2016-09-14,0.00486737
2016-09-15,0.01973766
2016-09-16,0.01035388
2016-09-19,-0.00712482
2016-09-20,0.01026328
2016-09-21,0.00059791
2016-09-22,-0.00189935
2016-09-23,0.01538198
2016-09-26,-0.0096241
2016-09-27,0.01084263
2016-09-28,0.00916881
2016-09-29,-0.01055861
2016-09-30,-0.01782757
2016-10-03,-0.00063824
2016-10-04,-0.03205726
2016-10-05,0.01168917
2016-10-06,0.00382712
2016-10-07,0.01327906
2016-10-10,0.00290486
2016-10-11,0.01602545
2016-10-12,-0.00574788
2016-10-13,0.00540662
2016-10-14,-0.00364162
2016-10-17,-0.00094647
2016-10-18,0.00143727
2016-10-19,0.0052726
2016-10-20,-0.01033573
2016-10-21,0.00667494
2016-10-24,0.00088975
2016-10-25,-0.01804538
2016-10-26,-0.02149828
2016-10-27,0.01423632
2016-10-28,-0.02761715
2016-10-31,-0.00168355
2016-11-01,-0.01979588
2016-11-02,0.02318175
2016-11-03,0.00803367
2016-11-04,0.00484174
2016-11-07,-0.01132498
2016-11-08,-0.0203778
2016-11-09,0.00302879
2016-11-10,-3.164e-05
2016-11-11,-0.0147104
2016-11-14,-0.01476801
2016-11-15,-0.01563839
2016-11-16,-0.01671265
2016-11-17,-0.0083485
2016-11-18,0.00523002
2016-11-21,0.00760679
2016-11-22,-0.00025383
2016-11-23,0.00221013
2016-11-24,0.00820186
2016-11-25,-0.02992738
2016-11-28,0.00315904
2016-11-29,0.01731995
2016-11-30,-0.0242489
2016-12-01,-0.03195083
2016-12-02,-0.00187636
2016-12-05,0.01244112
2016-12-06,-0.00175989
2016-12-07,0.00685433
2016-12-08,0.00369952
2016-12-09,-0.01327816
2016-12-12,-0.01230425
2016-12-13,-0.0228087
2016-12-14,0.01985768
2016-12-15,0.01093302
2016-12-16,-0.00104423
2016-12-19,-0.00298007
2016-12-20,-0.00966052
2016-12-21,0.00535825
2016-12-22,-0.00810874
2016-12-23,-0.00379353
2016-12-26,-0.00617945
2016-12-27,0.00792672
2016-12-28,-0.00121659
2016-12-29,0.00172341
2016-12-30,-0.01082816
2017-01-02,-0.00553774
2017-01-03,0.00169507
2017-01-04,-0.01404684
2017-01-05,-0.00169937
2017-01-06,0.00017946
2017-01-09,-0.0105164
2017-01-10,0.00917636
2017-01-11,0.00292508
2017-01-12,-0.00095742
2017-01-13,-0.00570715
2017-01-16,-0.01352294
2017-01-17,0.00732187
2017-01-18,-0.00292381
2017-01-19,-0.00896518
2017-01-20,-0.00449453
2017-01-23,0.00337425
2017-01-24,0.00196874
2017-01-25,-0.00798427
2017-01-26,0.00912357
2017-01-27,-0.01173357
2017-01-30,0.01164302
2017-01-31,0.00199094
2017-02-01,-0.00299689
2017-02-02,-0.00191711
2017-02-03,0.00099197
2017-02-06,0.00481897
2017-02-07,-0.01777082
2017-02-08,-0.00759635
2017-02-09,0.00080133
2017-02-10,0.01355811
2017-02-13,0.01321235
2017-02-14,0.01605228
2017-02-15,0.01124331
2017-02-16,-0.00755359
2017-02-17,0.00013699
2017-02-20,0.01088526
2017-02-21,0.00887177
2017-02-22,-0.001503
2017-02-23,0.00439339
2017-02-24,0.00489314
2017-02-27,0.00064939
2017-02-28,0.00797035
2017-03-01,-0.00425165
2017-03-02,0.00848256
2017-03-03,-0.0022882
2017-03-06,-0.01017516
2017-03-07,-0.01186313
2017-03-08,0.00123887
2017-03-09,-0.00904507
2017-03-10,0.01556339
2017-03-13,-0.0060814
2017-03-14,0.00031865
2017-03-15,-0.00635007
2017-03-16,-0.01487586
2017-03-17,0.00462193
2017-03-20,-0.01504513
2017-03-21,0.00398662
2017-03-22,-0.00242199
2017-03-23,-0.00881527
2017-03-24,0.0109204
2017-03-27,0.00565343
2017-03-28,0.00231886
2017-03-29,0.00739257
2017-03-30,-0.01214922
2017-03-31,-0.003602
2017-04-03,0.0031154
2017-04-04,0.01630185
2017-04-05,0.00154879
2017-04-06,-0.0025616
2017-04-07,-0.01347943
2017-04-10,0.01188208
2017-04-11,0.00185751
2017-04-12,-0.00075819
2017-04-13,-0.01403984
2017-04-14,-0.00044951
2017-04-17,0.00109722
2017-04-18,-0.00294982
2017-04-19,-0.00833754
2017-04-20,-0.00941019
2017-04-21,0.01325967
2017-04-24,0.0010109
2017-04-25,-0.00337436
2017-04-26,0.00056412
2017-04-27,8.218e-05
2017-04-28,-0.00984835
2017-05-01,0.00659774
2017-05-02,-0.00091389
2017-05-03,0.00098637
2017-05-04,0.00930224
2017-05-05,-0.0080395
2017-05-08,-0.00488461
2017-05-09,0.00234953
2017-05-10,0.00602213
2017-05-11,-0.00352847
2017-05-12,-0.00310325
2017-05-15,0.00439104
2017-05-16,0.01682352
2017-05-17,0.00078643
2017-05-18,-0.00475324
2017-05-19,-0.00638633
2017-05-22,-0.00056647
2017-05-23,0.00505935
2017-05-24,0.01553229
2017-05-25,0.00068551
2017-05-26,0.00887403
2017-05-29,0.00192135
2017-05-30,0.00137625
2017-05-31,0.00739408
2017-06-01,0.00079414
2017-06-02,-0.00416692
2017-06-05,0.00614493
2017-06-06,-0.00803803
2017-06-07,0.00579784
2017-06-08,0.0002607
2017-06-09,-0.00124483
2017-06-12,-0.00122022
2017-06-13,-0.00038956
2017-06-14,-0.00172946
2017-06-15,0.00235822
2017-06-16,-0.00160399
2017-06-19,-0.00883556
2017-06-20,0.0002972
2017-06-21,0.00517121
2017-06-22,-0.00874214
2017-06-23,0.00026627
2017-06-26,-0.00195104
2017-06-27,0.00510627
2017-06-28,-0.00110518
2017-06-29,0.00400511
2017-06-30,0.00369702
2017-07-03,0.00371915
2017-07-04,0.00876088
2017-07-05,-0.00088302
2017-07-06,0.00061844
2017-07-07,0.00248073
2017-07-10,0.00078621
2017-07-11,-0.00116933
2017-07-12,-0.00536549
2017-07-13,0.00036747
2017-07-14,-0.0095102
2017-07-17,-0.01217204
2017-07-18,-0.00664035
2017-07-19,0.00435796
2017-07-20,0.00168178
2017-07-21,0.00429326
2017-07-24,-0.00398317
2017-07-25,0.00677112
2017-07-26,-0.00867194
2017-07-27,-0.00702519
2017-07-28,0.00790355
2017-07-31,0.00149749
2017-08-01,0.00544192
2017-08-02,0.0020593
2017-08-03,-0.00415633
2017-08-04,-0.00889172
2017-08-07,-0.01299782
2017-08-08,0.01416198
2017-08-09,-0.01337466
2017-08-10,0.01286063
2017-08-11,0.00117581
2017-08-14,0.00235172
2017-08-15,0.00175128
2017-08-16,0.00392413
2017-08-17,-0.00531693
2017-08-18,-0.01427022
2017-08-21,-0.00360668
2017-08-22,0.00310064
2017-08-23,-0.00624957
2017-08-24,0.00668546
2017-08-25,-0.00051363
2017-08-28,-0.00732633
2017-08-29,0.00127992
2017-08-30,0.003145
2017-08-31,0.00351238
2017-09-01,-0.01891655
2017-09-04,-0.02148882
2017-09-05,0.00742718
2017-09-06,-0.00979346
2017-09-07,0.00698402
2017-09-08,0.00691868
2017-09-11,-0.00675695
2017-09-12,-0.00558693
2017-09-13,0.00482348
2017-09-14,-0.00197485
2017-09-15,0.00731746
2017-09-18,0.00844182
2017-09-19,-0.00567824
2017-09-20,-0.00372159
2017-09-21,0.00074777
2017-09-22,-0.00942937
2017-09-25,-0.00770839
2017-09-26,-0.00363151
2017-09-27,0.00866909
2017-09-28,0.00135007
2017-09-29,-0.00226415
2017-10-02,-0.003855
2017-10-03,-0.00495554
2017-10-04,-0.00226472
2017-10-05,-0.00258396
2017-10-06,-0.00076516
2017-10-09,0.00243196
2017-10-10,-0.00010246
2017-10-11,0.00388907
2017-10-12,-0.00108731
2017-10-13,0.00816273
2017-10-16,0.00365023
2017-10-17,0.00115996
2017-10-18,0.00247017
2017-10-19,-0.0022611
2017-10-20,-0.00087469
2017-10-23,-0.00101127
2017-10-24,-0.00327578
2017-10-25,-0.00584616
2017-10-26,0.00286824
2017-10-27,0.00498896
2017-10-30,0.00224645
2017-10-31,-0.0001704
2017-11-01,0.01149257
2017-11-02,-0.00302797
2017-11-03,0.00161275
2017-11-06,0.00576077
2017-11-07,-0.00516267
2017-11-08,0.00365833
2017-11-09,0.00927167
2017-11-10,0.0002456
2017-11-13,0.0012488
2017-11-14,-0.00367548
2017-11-15,0.00330807
2017-11-16,-0.00474712
2017-11-17,-0.00015443
2017-11-20,-0.00864049
2017-11-21,-0.01624883
2017-11-22,-0.002813
2017-11-23,-0.00321289
2017-11-24,-0.00266586
2017-11-27,0.00588772
2017-11-28,0.00770675
2017-11-29,0.00237944
2017-11-30,0.00526905
2017-12-01,-0.00619826
2017-12-04,-0.00753305
2017-12-05,0.00440918
2017-12-06,-0.00907999
2017-12-07,-0.01047284
2017-12-08,0.0273709
2017-12-11,0.00596509
2017-12-12,-0.01682021
2017-12-13,-0.00970116
2017-12-14,0.01480688
2017-12-15,0.00356882
2017-12-18,-0.00116842
2017-12-19,7.39e-06
2017-12-20,-0.00153852
2017-12-21,-0.01267249
2017-12-22,-0.00184987
