t,returns,jump_true,jump_size_true
200,0.00387575,0,0.0
201,0.01457482,0,-0.0
202,0.00140585,0,-0.0
203,0.00693939,0,-0.0
204,-0.02000172,0,-0.0
205,1.282e-05,0,-0.0
206,-0.0079323,0,-0.0
207,-0.01168813,0,-0.0
208,-0.00828152,0,-0.0
209,-0.00284123,0,-0.0
210,0.00965903,0,-0.0
211,-0.01276393,0,-0.0
212,0.00080631,0,-0.0
213,-0.00434169,0,-0.0
214,-0.00277673,0,0.0
215,0.01052758,0,-0.0
216,0.00588115,0,-0.0
217,0.01387398,0,-0.0
218,-0.00104506,0,-0.0
219,-0.00645943,0,-0.0
220,-0.00173859,0,0.0
221,0.00292497,0,0.0
222,0.00226573,0,0.0
223,-0.01034388,0,0.0
224,-0.04458759,1,-0.04599248
225,0.00278228,0,-0.0
226,0.02567474,0,-0.0
227,0.01926845,0,-0.0
228,-0.00803243,0,-0.0
229,-0.00237383,0,-0.0
230,-0.01413442,0,-0.0
231,-0.00540707,0,-0.0
232,-0.01376415,1,-0.0174202
233,0.01255854,0,-0.0
234,-0.00679084,0,-0.0
235,-0.01901251,1,-0.01297105
236,-0.02097289,0,-0.0
237,-0.00112666,0,-0.0
238,-0.01012414,0,0.0
239,-0.00479439,0,-0.0
240,-0.00826861,0,-0.0
241,-0.00044263,0,-0.0
242,-0.01707728,0,-0.0
243,-0.01417045,0,0.0
244,0.02179247,0,-0.0
245,-0.01237423,0,-0.0
246,-0.01046786,0,-0.0
247,0.01886914,0,-0.0
248,0.02955067,0,-0.0
249,-0.01121567,0,-0.0
250,-0.00318249,0,0.0
251,0.00391556,0,-0.0
252,0.01778698,0,-0.0
253,-0.00936857,0,0.0
254,-0.00195278,0,-0.0
255,0.00827338,0,-0.0
256,0.00484766,0,-0.0
257,-0.00326156,0,-0.0
258,-0.00083823,0,-0.0
259,-0.01324896,0,0.0
260,-0.00188174,0,-0.0
261,-0.00216387,0,-0.0
262,0.0028217,0,0.0
263,-0.00505327,0,-0.0
264,0.00521539,0,0.0
265,0.01062716,0,-0.0
266,0.00205429,0,-0.0
267,0.00401756,0,-0.0
268,0.00103155,0,0.0
269,0.00050084,0,-0.0
270,-0.00671558,0,-0.0
271,0.00366494,0,-0.0
272,-0.00047287,0,-0.0
273,0.02143168,0,-0.0
274,0.01623355,0,-0.0
275,0.00435847,0,0.0
276,-0.00713057,0,-0.0
277,-0.01062411,0,-0.0
278,0.01241143,0,-0.0
279,0.00312749,0,-0.0
280,0.00530143,0,-0.0
281,-0.01694586,0,-0.0
282,0.00977438,0,-0.0
283,0.0050442,0,0.0
284,-0.01060431,0,-0.0
285,-0.00421525,0,-0.0
286,0.00313717,0,-0.0
287,0.00102467,0,0.0
288,-0.00242171,0,-0.0
289,-0.00053488,0,-0.0
290,-0.00201977,0,0.0
291,0.00202563,0,-0.0
292,0.01521492,0,0.0
293,-0.02516658,0,-0.0
294,-0.0018685,0,-0.0
295,0.00226512,0,-0.0
296,0.00345994,0,0.0
297,-0.00321915,0,0.0
298,-0.00793703,1,0.00913019
299,-0.06363022,1,-0.06741018
300,0.0177735,0,-0.0
301,-0.01483861,0,0.0
302,0.00913828,0,0.0
303,-0.00278525,0,-0.0
304,-0.00011324,0,0.0
305,-0.01002899,0,0.0
306,-0.00284456,0,0.0
307,0.01350045,0,-0.0
308,0.00632655,0,-0.0
309,-0.01136046,1,-0.02918357
310,0.01227412,0,-0.0
311,0.00489087,0,-0.0
312,0.01793935,0,-0.0
313,0.00488993,0,-0.0
314,0.00877988,0,-0.0
315,-0.00246571,0,-0.0
316,0.00116546,0,0.0
317,-0.00647424,0,-0.0
318,0.01039584,0,0.0
319,-0.01128304,0,-0.0
320,0.0083235,0,0.0
321,-0.00140651,0,-0.0
322,0.01221247,0,0.0
323,0.00800869,0,-0.0
324,0.01870646,0,-0.0
325,0.00780775,0,-0.0
326,-0.0152204,0,-0.0
327,-0.00016953,0,-0.0
328,-0.01122007,0,0.0
329,-0.0046828,0,-0.0
330,0.01561228,0,-0.0
331,0.00687534,0,0.0
332,-0.0064893,0,0.0
333,-0.00963717,0,-0.0
334,0.00082782,0,-0.0
335,-0.0116656,0,-0.0
336,-0.0062114,0,-0.0
337,0.00362009,0,0.0
338,0.01205312,0,-0.0
339,0.01657784,1,0.00999022
340,-0.0224129,0,-0.0
341,0.00354367,0,-0.0
342,0.00122034,0,-0.0
343,0.0046389,0,-0.0
344,0.0166621,0,-0.0
345,-0.02013238,0,-0.0
346,-0.00541103,0,0.0
347,0.00640906,0,0.0
348,-0.00383099,1,0.01148496
349,0.0205776,1,0.00531811
350,0.00418357,0,0.0
351,0.00896584,0,-0.0
352,-0.00520944,0,-0.0
353,0.00863764,0,-0.0
354,0.01118472,0,0.0
355,0.00282878,0,-0.0
356,0.00284401,0,-0.0
357,0.00320343,0,-0.0
358,-0.00813345,0,0.0
359,-0.00097529,0,0.0
360,-0.00102523,0,-0.0
361,0.00433394,0,-0.0
362,0.01049824,0,-0.0
363,-0.01008536,0,-0.0
364,-0.00075009,0,-0.0
365,0.01531456,0,-0.0
366,-0.00693588,0,-0.0
367,-0.01800279,1,-0.01028029
368,0.00252306,0,0.0
369,0.00894385,0,0.0
370,0.00061426,0,0.0
371,-0.0361511,1,-0.04994071
372,0.00906794,0,-0.0
373,0.0089182,0,-0.0
374,0.00604117,0,0.0
375,0.02377653,0,0.0
376,0.0120303,1,0.01358191
377,-0.01953522,0,-0.0
378,0.01654254,0,-0.0
379,-0.00407699,0,0.0
380,0.0015788,0,-0.0
381,0.01359551,0,-0.0
382,-0.0155226,0,-0.0
383,-0.01201647,0,0.0
384,-0.0461537,1,-0.03064092
385,-0.00744136,0,-0.0
386,0.00489637,0,-0.0
387,0.00574188,0,-0.0
388,0.00326274,0,-0.0
389,-0.01362766,0,-0.0
390,-0.02260103,0,-0.0
391,0.00104354,0,0.0
392,-0.00421776,0,-0.0
393,0.00509386,0,-0.0
394,0.00751954,0,0.0
395,0.00188241,0,-0.0
396,0.00810133,0,-0.0
397,0.00279211,0,0.0
398,0.00580065,0,0.0
399,-0.00654673,0,-0.0
400,-0.08012148,1,-0.07882537
401,0.00246776,0,0.0
402,0.00870528,0,-0.0
403,-0.00343741,0,-0.0
404,-0.04091224,1,-0.04662391
405,-0.00215839,0,-0.0
406,-0.00067542,0,-0.0
407,0.00879519,0,-0.0
408,-0.0194306,0,-0.0
409,-0.01246472,0,-0.0
410,-0.01432185,0,-0.0
411,-0.02283616,0,0.0
412,-0.00628264,0,-0.0
413,0.00799434,0,-0.0
414,-0.00234884,0,-0.0
415,0.0024779,0,-0.0
416,0.01139217,0,-0.0
417,0.01377686,0,-0.0
418,-0.00019138,0,-0.0
419,0.01403586,0,-0.0
420,0.00142127,0,-0.0
421,-0.00787398,0,0.0
422,-0.005444,0,-0.0
423,-0.01430537,0,-0.0
424,-0.00838134,0,0.0
425,-0.00308017,0,0.0
426,0.00853585,0,-0.0
427,0.0177077,0,-0.0
428,-0.01332182,0,-0.0
429,0.00442827,0,-0.0
430,-0.00990544,0,-0.0
431,0.00524697,0,-0.0
432,-0.00081087,0,0.0
433,-0.01780906,0,-0.0
434,0.00978297,0,-0.0
435,-0.00555001,0,0.0
436,-0.004839,0,0.0
437,-0.01019752,0,-0.0
438,-0.00604283,0,-0.0
439,0.0047789,0,0.0
440,-0.00139244,0,-0.0
441,0.00378662,0,0.0
442,-0.04643025,1,-0.05054947
443,0.01370662,0,-0.0
444,-0.00292786,0,-0.0
445,-0.01426858,0,-0.0
446,0.01117222,0,-0.0
447,-0.00281488,0,-0.0
448,0.01164592,0,0.0
449,0.00433377,0,-0.0
450,-0.00081138,0,-0.0
451,0.00112298,1,-0.00286478
452,0.02001013,0,-0.0
453,0.02126981,0,0.0
454,0.00119381,0,0.0
455,0.00210191,0,0.0
456,0.0112624,0,-0.0
457,-0.00795661,0,-0.0
458,0.0038307,0,0.0
459,0.00024137,0,0.0
460,0.00363908,0,-0.0
461,-0.00783369,0,-0.0
462,-0.01539567,0,-0.0
463,-0.02022983,0,-0.0
464,-0.01067384,0,-0.0
465,-0.00408675,0,-0.0
466,0.00744624,1,0.00987816
467,0.01987231,0,-0.0
468,0.01155993,0,-0.0
469,-0.00912091,0,-0.0
470,0.00397708,0,-0.0
471,-0.00357078,0,-0.0
472,-0.00234364,0,-0.0
473,0.00235326,0,-0.0
474,0.00669171,0,-0.0
475,-0.00289258,0,-0.0
476,0.01113852,0,-0.0
477,-0.01091938,0,0.0
478,0.00056339,0,-0.0
479,0.02647674,0,-0.0
480,0.0027308,0,-0.0
481,0.01483215,0,-0.0
482,-0.0087524,1,-0.01016761
483,0.00630777,0,-0.0
484,-6.783e-05,0,-0.0
485,-0.00120408,0,-0.0
486,-0.00729482,0,-0.0
487,0.00480301,0,-0.0
488,-0.00801537,0,0.0
489,0.00715585,0,-0.0
490,0.01135287,0,0.0
491,0.00416531,0,-0.0
492,-0.00236249,0,-0.0
493,0.00503966,0,-0.0
494,-0.00258673,0,-0.0
495,0.00985547,0,-0.0
496,-0.01781406,0,-0.0
497,-0.00285607,0,0.0
498,-0.01940812,0,0.0
499,-0.01445061,0,-0.0
500,0.01413862,0,0.0
501,0.00945185,0,-0.0
502,-0.0066948,0,0.0
503,-0.01452503,0,-0.0
504,-0.02914529,0,0.0
505,-0.00493496,0,0.0
506,0.02470415,0,-0.0
507,0.00484884,0,-0.0
508,-0.00509572,0,-0.0
509,0.0051508,0,0.0
510,-0.01510958,0,-0.0
511,-0.00247323,0,-0.0
512,0.00149477,0,0.0
513,-0.00036101,0,-0.0
514,0.00840806,0,0.0
515,0.00394645,0,0.0
516,0.00718326,0,0.0
517,-0.00638372,0,-0.0
518,0.00947815,0,0.0
519,0.01678937,0,-0.0
520,-0.0092015,0,-0.0
521,-0.00837696,0,0.0
522,0.01385784,0,-0.0
523,-0.00141344,0,0.0
524,0.01453821,0,-0.0
525,-0.04152083,1,-0.03759547
526,0.01505046,0,-0.0
527,0.00181486,0,0.0
528,0.00308229,0,-0.0
529,0.01614718,0,-0.0
530,-0.0031177,0,-0.0
531,-0.00891122,0,0.0
532,-0.00398564,0,-0.0
533,0.00502334,0,-0.0
534,-0.01515759,0,0.0
535,0.00687471,0,0.0
536,-0.00488771,0,-0.0
537,0.01197813,0,-0.0
538,-0.0234426,0,0.0
539,-0.00736566,0,-0.0
540,-0.01636468,0,0.0
541,-0.00776229,0,-0.0
542,0.00297666,0,-0.0
543,-0.01692682,1,-0.01563456
544,-0.00203378,0,-0.0
545,-0.00109185,0,0.0
546,0.00253388,0,-0.0
547,-0.00958536,0,-0.0
548,0.0075685,0,-0.0
549,0.00712666,0,-0.0
550,0.00435038,0,-0.0
551,0.00606533,0,-0.0
552,0.00346418,0,-0.0
553,0.02085073,0,0.0
554,-0.00037094,0,-0.0
555,-0.00257083,0,-0.0
556,-0.00703528,0,-0.0
557,-0.00982263,0,0.0
558,-0.01194472,0,-0.0
559,-0.00838797,0,-0.0
560,-0.0002068,0,-0.0
561,0.00384295,0,-0.0
562,0.00101142,0,-0.0
563,-0.00715535,0,-0.0
564,0.00950185,0,-0.0
565,0.00789413,0,-0.0
566,-0.00109648,0,-0.0
567,-0.00602916,0,0.0
568,0.00598428,0,0.0
569,0.00237974,0,0.0
570,-0.01398127,0,-0.0
571,-0.01879806,1,-0.01861826
572,0.00312036,0,0.0
573,-0.00849695,0,0.0
574,0.00239843,0,0.0
575,-0.01404822,0,-0.0
576,0.01386186,0,-0.0
577,0.0129795,0,-0.0
578,-0.00202517,0,-0.0
579,0.00413454,0,-0.0
580,-0.02359922,0,0.0
581,-0.01106348,0,-0.0
582,-0.00243779,0,0.0
583,-0.02473389,1,-0.01451256
584,0.00764396,0,-0.0
585,0.02047297,0,-0.0
586,-0.01126615,0,-0.0
587,-0.00787463,0,-0.0
588,0.00285448,0,0.0
589,0.01661116,0,0.0
590,-0.01172374,0,-0.0
591,0.00299036,0,0.0
592,0.01871299,0,-0.0
593,-0.01601759,0,-0.0
594,-0.01231069,0,-0.0
595,-0.00373607,0,0.0
596,-0.00470588,0,-0.0
597,0.00862601,0,0.0
598,0.0029166,0,-0.0
599,-0.01852409,1,-0.00127447
600,0.0056541,0,-0.0
601,-0.00527539,0,0.0
602,0.01324447,0,-0.0
603,-0.00577588,0,0.0
604,-0.00586615,0,-0.0
605,0.00591132,0,-0.0
606,0.00812926,0,0.0
607,0.00498099,0,-0.0
608,-0.01635597,0,-0.0
609,0.00588034,0,0.0
610,-0.00984308,0,-0.0
611,0.00285276,0,0.0
612,-0.01373734,0,-0.0
613,0.00496322,0,-0.0
614,-0.00756599,0,0.0
615,-0.01232635,0,-0.0
616,0.0076382,0,-0.0
617,0.00291645,0,-0.0
618,-0.00563977,0,0.0
619,0.01501179,0,-0.0
620,-0.00390652,0,-0.0
621,0.00082108,0,0.0
622,0.00318913,0,-0.0
623,-0.00569666,0,-0.0
624,0.00521136,0,-0.0
625,-0.00483452,0,-0.0
626,-0.00361638,0,-0.0
627,0.01412643,0,0.0
628,-0.00990586,0,-0.0
629,-0.0236278,0,0.0
630,0.01660937,0,-0.0
631,0.02599328,0,-0.0
632,-0.00355269,0,0.0
633,-0.01886838,0,-0.0
634,-0.00260484,0,-0.0
635,-0.00236223,0,-0.0
636,-0.00139924,0,0.0
637,-0.01063388,0,0.0
638,0.00629561,0,-0.0
639,0.00574507,0,-0.0
640,-0.01444406,0,-0.0
641,0.00749197,0,-0.0
642,0.02102685,0,-0.0
643,0.0022196,0,-0.0
644,-0.00287325,0,0.0
645,-0.00092003,0,0.0
646,0.00665257,0,-0.0
647,-0.01680672,0,-0.0
648,0.00214391,0,-0.0
649,-0.00340464,0,-0.0
650,0.01897825,0,-0.0
651,-0.00124173,0,-0.0
652,0.01717888,0,-0.0
653,-0.01053741,0,-0.0
654,0.00637259,0,0.0
655,0.003694,0,-0.0
656,-0.00819047,0,0.0
657,0.00227396,0,-0.0
658,0.01262519,0,-0.0
659,-0.00273792,0,0.0
660,-0.01641963,0,-0.0
661,0.00032437,0,-0.0
662,-0.00852423,0,0.0
663,-0.04772768,1,-0.04480427
664,-0.00031588,0,-0.0
665,-0.01655652,0,-0.0
666,-0.0276117,1,-0.01195512
667,0.00532067,0,-0.0
668,-0.00472719,0,-0.0
669,-0.02514744,0,-0.0
670,-0.04190083,1,-0.05024927
671,0.0032237,0,-0.0
672,-0.00663875,0,-0.0
673,-0.0126683,0,-0.0
674,0.00885808,0,-0.0
675,0.00399351,0,-0.0
676,0.02432602,0,-0.0
677,-0.02343941,1,-0.02814129
678,0.00437703,0,-0.0
679,-0.00116928,0,-0.0
680,0.00866776,0,0.0
681,0.00675085,0,0.0
682,0.01301725,0,-0.0
683,-0.00471323,0,-0.0
684,-0.00385407,0,-0.0
685,-0.00429103,0,-0.0
686,0.00840802,0,0.0
687,0.01548374,0,-0.0
688,-0.0040884,0,-0.0
689,-0.00374774,0,-0.0
690,0.00364077,0,0.0
691,-0.00195762,0,-0.0
692,0.01002054,0,0.0
693,-0.02201777,0,-0.0
694,-0.00776705,0,-0.0
695,-0.00732416,0,-0.0
696,-0.02270356,0,-0.0
697,-0.00913638,0,-0.0
698,-0.00865156,0,0.0
699,-0.00151105,0,-0.0
700,0.01162966,0,-0.0
701,-0.00195061,0,-0.0
702,-0.00980814,0,-0.0
703,-6.955e-05,0,-0.0
704,0.01099174,0,0.0
705,-0.00925959,0,0.0
706,-0.00860575,0,-0.0
707,0.00608549,0,-0.0
708,-0.00991847,1,-0.00820311
709,0.00697485,0,-0.0
710,0.00036353,0,0.0
711,0.00751664,0,-0.0
712,-0.00985078,0,0.0
713,0.00037915,0,0.0
714,-0.0016069,0,-0.0
715,-0.01165891,0,-0.0
716,-0.01513478,0,-0.0
717,0.00735749,0,-0.0
718,-0.00300952,0,-0.0
719,-0.0097228,0,-0.0
720,-0.00046179,0,-0.0
721,0.01178019,0,0.0
722,-0.04455045,1,-0.02224307
723,-0.01446639,0,-0.0
724,-0.00872886,0,-0.0
725,0.01511179,0,-0.0
726,0.00332587,0,-0.0
727,0.00817317,0,-0.0
728,-0.01090161,0,0.0
729,-0.01069536,0,-0.0
730,0.00497814,0,-0.0
731,0.01978063,1,0.01869789
732,0.00598739,0,-0.0
733,-0.00137671,0,-0.0
734,0.00328144,0,-0.0
735,0.00208119,0,-0.0
736,0.00827767,0,-0.0
737,0.00857008,0,-0.0
738,-0.01569872,0,0.0
739,-0.02197269,0,-0.0
740,0.01051745,0,-0.0
741,0.01237725,0,-0.0
742,-0.00970623,0,0.0
743,-0.01809835,0,-0.0
744,0.00149035,0,-0.0
745,0.00980838,0,-0.0
746,0.01847595,0,-0.0
747,0.00566298,0,-0.0
748,-0.00321717,0,0.0
749,-0.00843131,0,0.0
750,0.00061451,0,-0.0
751,-0.00249265,0,-0.0
752,-0.00965068,0,-0.0
753,0.02098756,0,-0.0
754,0.01835168,0,0.0
755,0.01186049,0,0.0
756,-0.0087085,0,0.0
757,0.00905019,0,-0.0
758,0.00689626,0,-0.0
759,0.00492546,0,0.0
760,0.01299665,0,-0.0
761,0.00685371,0,-0.0
762,0.00790014,0,-0.0
763,0.00686906,0,-0.0
764,0.00390791,0,0.0
765,-0.01733611,0,-0.0
766,0.00133621,0,-0.0
767,-0.00506192,0,-0.0
768,-0.01229841,0,0.0
769,0.01731817,0,0.0
770,0.01778995,0,-0.0
771,0.01409221,0,-0.0
772,0.00305213,0,-0.0
773,0.01400625,0,0.0
774,0.00062053,0,-0.0
775,0.00252797,0,-0.0
776,-0.01043471,0,-0.0
777,0.00446991,0,0.0
778,0.00110386,0,0.0
779,-0.01252652,0,0.0
780,-1.197e-05,0,0.0
781,-0.0002973,0,-0.0
782,0.01847561,0,-0.0
783,0.00944213,0,-0.0
784,0.00061445,0,-0.0
785,0.00298787,0,0.0
786,0.00094212,0,-0.0
787,-0.00152914,0,-0.0
788,-0.01032427,0,-0.0
789,-0.00101052,0,-0.0
790,-0.00696098,0,0.0
791,-0.01200316,0,-0.0
792,0.00561222,0,-0.0
793,0.00441265,0,0.0
794,-0.01736708,0,-0.0
795,-0.00072685,0,-0.0
796,-0.00921892,1,-0.01967594
797,0.01109224,0,-0.0
798,0.01075837,0,-0.0
799,0.00088913,0,-0.0
800,-0.00795045,0,0.0
801,-0.01033699,0,-0.0
802,0.00394605,0,-0.0
803,0.0042928,0,-0.0
804,0.01337331,0,0.0
805,0.0114998,0,0.0
806,-0.00082229,0,-0.0
807,-0.01194206,0,-0.0
808,-0.00269107,0,-0.0
809,0.00267231,0,-0.0
810,-0.00152083,0,-0.0
811,-0.00527894,0,0.0
812,0.00302885,0,0.0
813,-0.00453958,0,-0.0
814,-0.00578066,0,-0.0
815,0.00361453,0,-0.0
816,-0.00351993,0,0.0
817,0.00294104,0,-0.0
818,0.00323204,0,-0.0
819,-0.01089429,0,-0.0
820,-0.04334234,1,-0.03902993
821,0.01487777,0,-0.0
822,-0.0111208,0,-0.0
823,-0.02066654,0,-0.0
824,-0.01811845,0,-0.0
825,0.0007911,0,-0.0
826,-0.06306455,1,-0.06387372
827,0.00271998,1,0.00339609
828,0.0126419,0,0.0
829,-0.02622834,0,0.0
830,0.00445934,0,-0.0
831,0.01611438,0,-0.0
832,-0.01077781,0,0.0
833,-0.00329807,0,-0.0
834,-0.00702892,0,-0.0
835,-0.00844346,0,-0.0
836,-0.00276262,0,0.0
837,0.05250973,1,0.03773488
838,-0.05105683,1,-0.06993069
839,-0.00285939,0,0.0
840,0.0195506,0,-0.0
841,0.00085576,0,0.0
842,0.01803691,0,0.0
843,-0.00043299,0,-0.0
844,0.00181058,0,-0.0
845,0.00415474,0,-0.0
846,0.03228854,0,-0.0
847,0.00901286,0,-0.0
848,-0.00657265,0,0.0
849,0.01018998,0,-0.0
850,-0.00311833,0,-0.0
851,-0.0043975,0,0.0
852,0.00958601,0,-0.0
853,0.00081086,0,0.0
854,0.00328576,0,-0.0
855,0.00063985,0,-0.0
856,0.00386583,0,-0.0
857,0.00474966,0,-0.0
858,-0.01886967,0,0.0
859,0.00716573,0,0.0
860,-0.00932019,0,-0.0
861,-0.01392299,0,0.0
862,-8.411e-05,0,0.0
863,0.00133981,0,-0.0
864,-0.00643506,0,-0.0
865,0.00881032,0,0.0
866,-0.01292175,0,-0.0
867,-0.00356944,0,-0.0
868,-0.00534874,0,-0.0
869,3.413e-05,0,-0.0
870,0.00328864,0,-0.0
871,-0.00957893,0,-0.0
872,0.00774283,0,-0.0
873,0.00113002,0,0.0
874,-0.01841946,0,-0.0
875,-0.01908591,0,-0.0
876,0.00037681,0,-0.0
877,-0.00170967,0,0.0
878,-0.0005342,0,-0.0
879,0.00022018,0,-0.0
880,0.0027556,0,-0.0
881,0.0099765,0,-0.0
882,-0.01061105,0,-0.0
883,-0.01121972,0,-0.0
884,-0.02692383,1,-0.01649059
885,0.00338917,0,-0.0
886,0.01294947,0,-0.0
887,-0.00381339,0,-0.0
888,-0.024517,0,-0.0
889,-0.01653993,0,-0.0
890,-0.00783037,0,-0.0
891,-0.00507729,0,0.0
892,-0.00358389,0,0.0
893,0.00088581,0,0.0
894,-0.00261746,0,-0.0
895,0.0109934,0,-0.0
896,-0.00626017,0,-0.0
897,-0.00812318,0,-0.0
898,0.00528876,0,-0.0
899,-0.01485642,0,-0.0
900,0.00439692,0,-0.0
901,0.00152553,0,-0.0
902,-0.00097442,0,-0.0
903,0.01638276,0,-0.0
904,-0.00572207,0,-0.0
905,0.02110298,0,-0.0
906,-0.00175431,0,0.0
907,-0.01227016,0,-0.0
908,0.0011992,0,-0.0
