section,date,t,return,h_mean,h_q05,h_q95,vol_mean,vol_q05,vol_q95,ess,parameter,post_mean,post_std,ci_low,ci_high
filtered,2014-01-31,21.0,0.00372591,-3.030260460074997,-3.7551526265116757,-2.2019535683837033,0.2197795610834839,0.1529603849125782,0.3325460992312828,946.286674304044,,,,,
filtered,2014-02-03,22.0,0.00353137,-3.0667607811198385,-3.7624131102766976,-2.2846329287580076,0.21580492797835446,0.15240610840451876,0.3190790298579449,951.3766118992561,,,,,
filtered,2014-02-04,23.0,0.00376141,-3.1099401061660332,-3.8123223063485954,-2.296544009466856,0.21119570720658104,0.14864993702648222,0.31718438922374803,950.470369722352,,,,,
filtered,2014-02-05,24.0,0.00138246,-3.1457044194478208,-3.8160516068380055,-2.3764776841221638,0.20745263929513028,0.1483730151464923,0.30475751783628746,951.8665750963506,,,,,
filtered,2014-02-06,25.0,0.01051366,-3.215904568092811,-3.923259628865593,-2.487649437680682,0.20029734649604747,0.1406290348128183,0.2882795185974659,952.9078931729833,,,,,
filtered,2014-02-07,26.0,-0.00440351,-3.263307357276423,-3.950060334308777,-2.5094889797873345,0.19560583732767212,0.1387571262721654,0.28514869729118636,951.4511934595689,,,,,
filtered,2014-02-10,27.0,-0.00878737,-3.2992517475318754,-3.996578608476069,-2.523839357194526,0.19212177297214975,0.1355669988730593,0.28311002425786314,952.1577693078859,,,,,
filtered,2014-02-11,28.0,0.02111269,-3.342884479135973,-4.037840156192599,-2.548026155243496,0.18797576396015997,0.132798800003839,0.27970688102698754,952.6936194945152,,,,,
filtered,2014-02-12,29.0,0.01304037,-3.374572529882536,-4.032592432696794,-2.5908601569745495,0.18502094114320145,0.13314770323208056,0.27378009207975734,955.0594730381396,,,,,
filtered,2014-02-13,30.0,-0.00366968,-3.4000887694290056,-4.141002854591848,-2.643512744967032,0.18267541587661607,0.12612252457048667,0.2666665246663854,953.2287283914067,,,,,
filtered,2014-02-14,31.0,0.00730809,-3.435374285693353,-4.128570757779223,-2.664021263597656,0.17948078164206968,0.1269089499853269,0.26394602914328585,951.9706217485467,,,,,
filtered,2014-02-17,32.0,0.01018317,-3.453028860490522,-4.136151831871272,-2.7197158609923884,0.17790342533115455,0.12642880748280436,0.25669724321309445,951.2629387593391,,,,,
filtered,2014-02-18,33.0,-0.0053276,-3.47581894790119,-4.230568745666482,-2.770239356858216,0.17588771439242407,0.12059898960004344,0.25029384322518183,949.4478417635992,,,,,
filtered,2014-02-19,34.0,-0.00214703,-3.511599055535291,-4.342259670581586,-2.7398717527188436,0.17276905340056636,0.11404868785784414,0.25412325433857796,941.9616783057327,,,,,
filtered,2014-02-20,35.0,-0.01309023,-3.5745108472707647,-4.417392698417105,-2.739841738839734,0.16741903400861408,0.10984375311171375,0.2541270679795108,939.5963919593668,,,,,
filtered,2014-02-21,36.0,0.00585201,-3.6410173629622333,-4.447279113737337,-2.7953340976518994,0.1619433523939991,0.10821453826348508,0.24717293421217654,939.4821206003112,,,,,
filtered,2014-02-24,37.0,0.00807632,-3.6751653956584356,-4.4309937975971465,-2.8417360164384364,0.15920180020280583,0.10909928947160288,0.24150429817562402,942.7132328389317,,,,,
filtered,2014-02-25,38.0,0.00203982,-3.7064060162009023,-4.463151271455842,-2.839842070365859,0.1567343401043292,0.10735913790597278,0.24173310455378086,938.8537351276498,,,,,
filtered,2014-02-26,39.0,-0.0032255,-3.7665074654023325,-4.5202339981718165,-2.849052987921263,0.15209442518325902,0.10433827655762251,0.24062237238440365,939.871689430258,,,,,
filtered,2014-02-27,40.0,-0.00744934,-3.811973615482411,-4.613245137763266,-2.9621570703585993,0.14867585572346978,0.0995970663759956,0.22739230547959022,942.9380898671642,,,,,
filtered,2014-02-28,41.0,-0.00406822,-3.850465367336212,-4.692869760674027,-3.081361530792259,0.14584181789870804,0.0957097714866476,0.21423520785682382,941.6518315795665,,,,,
filtered,2014-03-03,42.0,0.00548353,-3.9129741364092374,-4.725929442278984,-3.095468857045624,0.14135411711022836,0.0941407081114719,0.21272938190863064,939.5192611658546,,,,,
filtered,2014-03-04,43.0,0.00042941,-3.9727356790520667,-4.758333473844655,-3.1333653992831887,0.13719282794280882,0.09262772862852497,0.2087364766965536,936.7469830180264,,,,,
filtered,2014-03-05,44.0,0.00506703,-4.013791164177055,-4.787780940272158,-3.1366672777431464,0.13440527783095926,0.09127389387275767,0.2083921497680729,940.4132232297076,,,,,
filtered,2014-03-06,45.0,-0.0007951,-4.048953386073118,-4.770502564210619,-3.17031038376994,0.1320629345615235,0.09206584217374641,0.20491598935037014,941.1098026930216,,,,,
filtered,2014-03-07,46.0,-0.00056417,-4.07002371369069,-4.782884490970652,-3.2351381530746046,0.13067893305494022,0.09149762663198448,0.19838036087873995,943.6075450723903,,,,,
filtered,2014-03-10,47.0,-0.01388368,-4.091561295072777,-4.765468446588906,-3.2677493460076636,0.12927922906337935,0.09229786920330611,0.19517187995191412,948.0200187126605,,,,,
filtered,2014-03-11,48.0,-0.00875129,-4.11879017830372,-4.821215202309157,-3.353208205388671,0.12753109150734698,0.0897607392711771,0.18700795878337065,952.4378096925957,,,,,
filtered,2014-03-12,49.0,-0.00815199,-4.118741063607134,-4.823772741720961,-3.3642702300000265,0.1275342233712343,0.0896460293164569,0.18597647067839507,952.4293484712448,,,,,
filtered,2014-03-13,50.0,0.01219663,-4.1323500358145715,-4.820535259350921,-3.379083849033391,0.12666936431824627,0.08979126055036209,0.18460406722523412,951.6635692308372,,,,,
filtered,2014-03-14,51.0,0.00693598,-4.163713472373027,-4.87251038591546,-3.3826301449857623,0.12469846496611925,0.08748786394952246,0.18427702692814454,950.845129922357,,,,,
filtered,2014-03-17,52.0,-0.00145516,-4.174677383083129,-4.848853222850347,-3.386033807139032,0.12401674383797287,0.08852886593212128,0.1839636852599284,951.6036816487206,,,,,
filtered,2014-03-18,53.0,-0.00245045,-4.188002409039911,-4.88719978791865,-3.4359665268017827,0.1231932270644706,0.08684764573126488,0.17942764156186222,952.4585093451213,,,,,
filtered,2014-03-19,54.0,-0.0145307,-4.215076319828047,-4.88401454546906,-3.4876286178139013,0.12153680261160235,0.08698607133569879,0.17485218678670497,956.9747068874618,,,,,
filtered,2014-03-20,55.0,0.00240591,-4.214469545679149,-4.87113055472241,-3.482159767402872,0.1215736809004998,0.0875482440175482,0.17533096130172507,955.360174458474,,,,,
filtered,2014-03-21,56.0,-0.012117,-4.196849865037036,-4.823222534491488,-3.460079095293949,0.12264945736805652,0.08967069465577508,0.17727739892725425,958.7653140560941,,,,,
filtered,2014-03-24,57.0,-0.00428994,-4.193278335747735,-4.833772453207929,-3.492703536962924,0.12286867611099371,0.08919893074747373,0.17440906886588284,958.7220777395252,,,,,
filtered,2014-03-25,58.0,0.00049305,-4.175587779702798,-4.823282018261848,-3.4895029344717012,0.12396030447231313,0.08966802771993067,0.17468839936289304,958.7471124743014,,,,,
filtered,2014-03-26,59.0,-0.0020385,-4.1816458353548285,-4.782737763342317,-3.478589393114832,0.12358539335549876,0.09150433949309898,0.17564423942663146,959.6583423845348,,,,,
filtered,2014-03-27,60.0,0.00195143,-4.165092442853379,-4.842709909421759,-3.4658794343269057,0.1246125168484367,0.08880121428375641,0.17676400923733188,958.8999208407778,,,,,
filtered,2014-03-28,61.0,0.01303439,-4.162027320230726,-4.8619090119971435,-3.460855660970362,0.12480363958691483,0.08795284098919412,0.1772085785174056,958.8605175609255,,,,,
filtered,2014-03-31,62.0,0.00382737,-4.145859354110154,-4.7837750002703405,-3.459652082223345,0.12581663911401944,0.09145689595671105,0.17731525285137284,959.5745478326514,,,,,
filtered,2014-04-01,63.0,-0.01255818,-4.123893752884994,-4.810249697564992,-3.393223210982312,0.12720607415282045,0.09025422677602073,0.18330357780260428,956.6382846506729,,,,,
filtered,2014-04-02,64.0,-0.00934998,-4.134411985279869,-4.796919465230442,-3.424671091320975,0.12653883870010202,0.09085779086005656,0.18044386520720337,957.1554384346379,,,,,
filtered,2014-04-03,65.0,-0.01372438,-4.1296836937358705,-4.803632260100351,-3.387480523657486,0.12683834886395087,0.0905533472066236,0.18383066172643397,956.3580700658489,,,,,
filtered,2014-04-04,66.0,-0.00205581,-4.128143178166509,-4.794335235455712,-3.399433530239878,0.12693608472563134,0.09097526544324458,0.1827352737270693,956.3306988514149,,,,,
filtered,2014-04-07,67.0,-0.00956611,-4.128195737012387,-4.81324335312952,-3.413629818118858,0.12693274896240575,0.09011923279848805,0.18144278501348382,955.2227997657521,,,,,
filtered,2014-04-08,68.0,0.0086191,-4.137336296212839,-4.85299078663455,-3.392327569714448,0.12635395444307623,0.08834590833229014,0.1833856833099159,953.4870593065102,,,,,
filtered,2014-04-09,69.0,0.03297714,-4.151859857556535,-4.861857344542095,-3.381768896942046,0.12543972322971159,0.08795511316827252,0.18435639813096316,957.7426703570857,,,,,
filtered,2014-04-10,70.0,-0.01107428,-4.170575554848294,-4.9267337615850435,-3.401482076760951,0.12427135252974088,0.08514778536934037,0.18254819869676506,947.6286840673332,,,,,
filtered,2014-04-11,71.0,0.00300586,-4.191347169288829,-4.967561918788735,-3.420507842023808,0.12298737334087657,0.08342719368507273,0.180819872822289,949.5180675953993,,,,,
filtered,2014-04-14,72.0,-0.00370588,-4.2076235111583244,-4.998096301562263,-3.428317902160882,0.1219905427642791,0.08216316836272028,0.18011514267369008,945.7827466774713,,,,,
filtered,2014-04-15,73.0,-0.00101259,-4.219751650846953,-5.050192229300388,-3.420680544794613,0.12125302204126463,0.08005061837977048,0.1808042594498904,943.4783166671264,,,,,
filtered,2014-04-16,74.0,0.00186635,-4.273078121249356,-5.102008513936516,-3.462452023964292,0.1180627447551184,0.07800329130473276,0.17706719034314827,940.8648067859665,,,,,
filtered,2014-04-17,75.0,-0.00995348,-4.286729232328808,-5.06883802552324,-3.478167613844092,0.11725964485302574,0.07930778269195242,0.17568128488235302,942.8284417111545,,,,,
filtered,2014-04-18,76.0,-0.00406446,-4.308699875560473,-5.069262939625261,-3.4620751811208463,0.11597855939279032,0.07929093498409003,0.1771005567382663,940.7668614598253,,,,,
filtered,2014-04-21,77.0,0.01618311,-4.350962569962529,-5.080504548578467,-3.4988514730250406,0.11355348892836778,0.07884650633513254,0.17387376414018957,945.4374460550109,,,,,
filtered,2014-04-22,78.0,0.00923609,-4.357067157658241,-5.055722104449577,-3.5092715761456907,0.1132074187353498,0.0798295891240017,0.17297022864114403,946.429478558644,,,,,
filtered,2014-04-23,79.0,-0.0101987,-4.37862743037131,-5.070542217582761,-3.6181136308098383,0.11199358174406425,0.079240233628423,0.16380856567947816,950.2024501059268,,,,,
filtered,2014-04-24,80.0,-0.00579154,-4.376270450186647,-5.090953725825637,-3.572214240451377,0.11212564287163526,0.07843564001347424,0.1676113922779051,947.6178380635199,,,,,
filtered,2014-04-25,81.0,-0.00758303,-4.381645134912646,-5.11533686719185,-3.642967100073706,0.11182472739411911,0.07748519186448116,0.16178555583988616,953.5680596425073,,,,,
filtered,2014-04-28,82.0,-0.0088394,-4.380495427952354,-5.11325278914392,-3.615955528097764,0.11188902870797429,0.07756597654126626,0.16398541893411722,949.4591544538147,,,,,
filtered,2014-04-29,83.0,0.00442813,-4.390947008584385,-5.114700091891017,-3.605495056084306,0.11130584522974385,0.07750986612044172,0.16484534823309036,948.2315622898022,,,,,
filtered,2014-04-30,84.0,-0.00013335,-4.402498966947817,-5.128494662683989,-3.6365920310636604,0.11066479810453182,0.07697709789211946,0.16230207565657295,947.5742549779939,,,,,
filtered,2014-05-01,85.0,0.0048635,-4.449125507886073,-5.175913449658255,-3.6608796052945216,0.10811468101940623,0.07517348338060371,0.1603430329752415,948.3418925771265,,,,,
filtered,2014-05-02,86.0,-0.0119209,-4.447044717212388,-5.16000189786891,-3.6617472787467555,0.10822722156255982,0.07577393211831639,0.16027348536600422,948.6830670779424,,,,,
filtered,2014-05-05,87.0,0.00189735,-4.469496696928531,-5.212629915684619,-3.6234971009097863,0.107019057975013,0.07380602155320948,0.16336822932202538,941.6471615431515,,,,,
filtered,2014-05-06,88.0,0.00193388,-4.496612278576658,-5.240091658643802,-3.6441352196990753,0.1055779074566354,0.07279952639805348,0.16169109098769452,942.2513884202439,,,,,
filtered,2014-05-07,89.0,0.00320312,-4.509800982122038,-5.240113232250085,-3.6357597315819867,0.1048839801105989,0.07279874112812873,0.16236963167903037,942.8398141703104,,,,,
filtered,2014-05-08,90.0,0.00271421,-4.518464523735604,-5.283419904090616,-3.7126874650255592,0.10443062936212359,0.07123934947600495,0.15624285295296916,945.818758923669,,,,,
filtered,2014-05-09,91.0,0.01217998,-4.520280568001997,-5.26367845105339,-3.7063110099536223,0.10433584707799742,0.0719460155281134,0.1567417856519078,947.6502785909122,,,,,
filtered,2014-05-12,92.0,0.0172331,-4.5324505612069235,-5.303844266800297,-3.7691053565515893,0.10370289152226136,0.07051554243433672,0.15189699105859306,950.3731839197568,,,,,
filtered,2014-05-13,93.0,-0.01335218,-4.5455596646558885,-5.379438534969131,-3.7736550179813304,0.10302538834618677,0.06789999843374538,0.15155184384242135,946.0601760311482,,,,,
filtered,2014-05-14,94.0,0.01725507,-4.555400571377915,-5.429139299883758,-3.7483311444508987,0.10251970185149366,0.06623345044394471,0.15348298389169102,944.7475119214976,,,,,
filtered,2014-05-15,95.0,-0.00174776,-4.565955273727651,-5.452125097060209,-3.75521489137645,0.10198009448362673,0.06547659368470947,0.152955622957863,938.7262763060342,,,,,
filtered,2014-05-16,96.0,0.01658305,-4.578233764058275,-5.37999359624781,-3.774382086899651,0.10135593158654183,0.06788115671846648,0.1514967595379634,939.6416541804881,,,,,
filtered,2014-05-19,97.0,-0.00902763,-4.6193612930616155,-5.407749686195643,-3.762474794019952,0.09929295604688713,0.0669456057970817,0.15240140798737334,937.477041144916,,,,,
filtered,2014-05-20,98.0,-0.00398114,-4.631923954218458,-5.449047092638991,-3.81756791273283,0.0986712188784166,0.06557743988849393,0.14826056833906792,940.9081994639564,,,,,
filtered,2014-05-21,99.0,-0.00147351,-4.641006904383677,-5.426756739843492,-3.823719133585188,0.09822412200461281,0.06631240004632824,0.1478052770974356,943.073314589212,,,,,
filtered,2014-05-22,100.0,0.01589236,-4.660688737625325,-5.403759754867295,-3.826346018234867,0.09726224723711371,0.06707929328865349,0.14761127082657544,947.2002403753912,,,,,
filtered,2014-05-23,101.0,0.00747296,-4.659722657618309,-5.426035854443189,-3.8276534503917508,0.09730924014217311,0.06633630617499044,0.1475148064990531,947.0105757205264,,,,,
filtered,2014-05-26,102.0,-0.00017984,-4.6306974449572245,-5.388976056355744,-3.8202212379962983,0.09873174801829303,0.06757697042394382,0.1480640069974158,946.622020536405,,,,,
filtered,2014-05-27,103.0,-0.01113976,-4.642182011491105,-5.363377387632442,-3.862479551643323,0.09816642702377386,0.06844746968515211,0.14496835876009165,945.852323035119,,,,,
filtered,2014-05-28,104.0,-0.00268516,-4.659405708877026,-5.485927588654116,-3.8397078772879816,0.09732466238474505,0.06437925698082844,0.146628377305966,938.8760303000468,,,,,
filtered,2014-05-29,105.0,-0.01227454,-4.696181204692587,-5.525142341132689,-3.864442540740702,0.09555143382923859,0.06312924345690218,0.14482614290969387,939.1803761983144,,,,,
filtered,2014-05-30,106.0,-0.0043131,-4.712877366529977,-5.491662687633545,-3.887220217407631,0.09475708299347937,0.06419491071266928,0.14318609821048767,940.2022492402986,,,,,
filtered,2014-06-02,107.0,0.00969694,-4.708142883278099,-5.461718300246774,-3.8570171681415344,0.09498166161575046,0.06516328057091852,0.14536483632735114,940.6839549086645,,,,,
filtered,2014-06-03,108.0,0.01328825,-4.733274663467219,-5.551892547714707,-3.870940409944489,0.09379560006116816,0.062290504915986644,0.14435637577730323,940.6072484097152,,,,,
filtered,2014-06-04,109.0,-0.00641437,-4.765040524284189,-5.535237278900289,-3.917674663222328,0.0923176194745811,0.0628114033836347,0.1410222877973102,938.573577900853,,,,,
filtered,2014-06-05,110.0,0.00261488,-4.78418618000131,-5.632258183958493,-3.9135675860015793,0.09143809527845434,0.05983711897302273,0.14131218006082982,934.5521676671505,,,,,
filtered,2014-06-06,111.0,-0.01019364,-4.796566164526648,-5.615620050912439,-3.8845255976316406,0.09087384233849248,0.060336984269794475,0.14337914427366286,934.422070731573,,,,,
filtered,2014-06-09,112.0,0.00252673,-4.802586655643915,-5.581316499366496,-3.9746558610099956,0.09060070107559137,0.061380796724156785,0.13706117355652958,941.8232116132094,,,,,
filtered,2014-06-10,113.0,0.02165273,-4.787447761348753,-5.568130604191913,-3.9390878421336035,0.0912891004081945,0.061786814054621185,0.13952047405553633,945.5308082810091,,,,,
filtered,2014-06-11,114.0,-0.00280489,-4.795325555592335,-5.614900234470193,-3.9341880960108484,0.09093022927556917,0.06035870395478309,0.13986270054099265,938.3981889458144,,,,,
filtered,2014-06-12,115.0,-0.00554877,-4.836204454063401,-5.676010126243279,-3.9727036895692462,0.08909053073012216,0.05854233781797381,0.13719502232416433,938.3924309984054,,,,,
filtered,2014-06-13,116.0,0.01249581,-4.839435094112762,-5.618063665203441,-4.002528761881177,0.08894673717939153,0.06026330912884776,0.13516427601581638,944.1182350046745,,,,,
filtered,2014-06-16,117.0,-0.00604465,-4.833759997940768,-5.649333484916336,-3.9858262154181032,0.08919948624745991,0.059328425180416144,0.13629779639718592,942.8219334534814,,,,,
filtered,2014-06-17,118.0,-0.00109077,-4.821869475492413,-5.554617844248783,-3.99946166229757,0.08973138005136928,0.06220568267197674,0.13537171618241747,947.6459979036495,,,,,
filtered,2014-06-18,119.0,-0.00396938,-4.812021588489019,-5.549813914691268,-4.0366337826625465,0.09017430186316565,0.062355278120369034,0.13287892664564824,949.2923476485605,,,,,
filtered,2014-06-19,120.0,-0.00042581,-4.7971367858583776,-5.468755788181268,-4.020875983472761,0.09084791876033771,0.06493439060927729,0.13393000158663199,951.3445319663414,,,,,
filtered,2014-06-20,121.0,-0.00994018,-4.773335185430401,-5.46805679915986,-4.0351015546663405,0.0919355406401708,0.06495708878856461,0.13298076605672252,953.3738222289221,,,,,
filtered,2014-06-23,122.0,-0.01000634,-4.775929032440436,-5.4320488645137175,-4.055145687764629,0.09181638456142956,0.06613716524556211,0.13165468012977227,955.5817979089323,,,,,
filtered,2014-06-24,123.0,0.0141592,-4.765338250782602,-5.4039082075757525,-4.024607776058233,0.09230387779662794,0.06707431442205228,0.1336803350915151,958.1160001618102,,,,,
filtered,2014-06-25,124.0,-0.01030416,-4.7273777774389085,-5.412157531540361,-3.9686877939528395,0.0940725591413185,0.0667982253258873,0.13747077952892292,955.6787349607428,,,,,
filtered,2014-06-26,125.0,0.00333637,-4.692264756547101,-5.375736348236234,-3.928457333444213,0.09573872826953833,0.06802580407349729,0.14026403521920122,955.5431871645588,,,,,
filtered,2014-06-27,126.0,-0.00947527,-4.699039038532072,-5.408878588834306,-3.984098119441978,0.095414996270917,0.06690782892417196,0.13641561512712846,956.6570978574534,,,,,
filtered,2014-06-30,127.0,0.00790481,-4.687180311102207,-5.37418028327358,-3.9934824493061236,0.09598242707703629,0.06807875095316007,0.1357770299068427,957.0676865942401,,,,,
filtered,2014-07-01,128.0,-0.00348687,-4.6636100262806135,-5.346195059798077,-3.9237608509081228,0.09712028539051529,0.06903804635498115,0.1405937960425809,951.909862281811,,,,,
filtered,2014-07-02,129.0,-0.01345783,-4.644535463066729,-5.366929870201321,-3.9091174768232175,0.09805097999566663,0.06832599837679551,0.14162695744414355,953.8950623737067,,,,,
filtered,2014-07-03,130.0,-0.00233327,-4.634150905109098,-5.313830152317423,-3.883957794653141,0.09856141204398772,0.07016433986414562,0.14341985560497986,953.5758798479264,,,,,
filtered,2014-07-04,131.0,-0.00527949,-4.62976686453889,-5.319974078582672,-3.852791026348117,0.09877769762310151,0.06994912832905394,0.14567232729309063,952.3472526077436,,,,,
filtered,2014-07-07,132.0,0.010788,-4.6122162426912965,-5.335246767875423,-3.8286275187017544,0.09964831702313827,0.06941700699420347,0.14744297924250296,952.487529658606,,,,,
filtered,2014-07-08,133.0,0.00398219,-4.604433799750536,-5.307191735958178,-3.829544977618697,0.10003682609101838,0.07039761684820685,0.1473753583155211,954.09908142416,,,,,
filtered,2014-07-09,134.0,0.00030089,-4.588386282900991,-5.306095463293238,-3.787664754215418,0.1008427262676227,0.07043621491725628,0.1504939526831658,949.336272578331,,,,,
filtered,2014-07-10,135.0,0.00349013,-4.602971043520739,-5.361712650075959,-3.780722077590631,0.100110017598376,0.06850446693994452,0.1510172758973481,947.6771024389851,,,,,
filtered,2014-07-11,136.0,0.02131628,-4.613146689051881,-5.316835741773967,-3.7557676751824127,0.09960196909808249,0.0700589764537033,0.15291335310395376,951.0468535155252,,,,,
filtered,2014-07-14,137.0,0.00456621,-4.616426550064283,-5.290841460239956,-3.812790742139904,0.09943876265067372,0.0709754859322227,0.14861512462804521,951.3357185504926,,,,,
filtered,2014-07-15,138.0,-0.01145035,-4.612689426190126,-5.2796537223630775,-3.8491071451114935,0.09962474384220754,0.07137362603194287,0.14594089433603671,954.423289121158,,,,,
filtered,2014-07-16,139.0,0.00328403,-4.6131451416372276,-5.260488721502533,-3.854206949106047,0.09960204616088554,0.07206085124338897,0.14556923340893332,952.7986767836557,,,,,
filtered,2014-07-17,140.0,-0.02008326,-4.59312810232574,-5.2738780559646585,-3.8364545605525957,0.10060392047384524,0.07158003905849146,0.14686708567870244,958.2803102111394,,,,,
filtered,2014-07-18,141.0,0.00590748,-4.550393555506579,-5.20257029131717,-3.8448725114515776,0.10277668228069327,0.07417818715657501,0.14625022480753871,958.6677644629549,,,,,
filtered,2014-07-21,142.0,-0.00513209,-4.533107407330697,-5.1770759363386185,-3.7922535404089013,0.10366883869327435,0.07512980199001895,0.15014905621237049,957.236901572913,,,,,
filtered,2014-07-22,143.0,0.00091362,-4.509482889136116,-5.120960299665101,-3.790851299815975,0.10490066286643504,0.0772676314947612,0.15025436567616307,957.2882561668906,,,,,
filtered,2014-07-23,144.0,-0.00088809,-4.505708309386981,-5.173917679692253,-3.801454151587064,0.10509882776378071,0.07524853531115842,0.14945991102446496,956.3274737804395,,,,,
filtered,2014-07-24,145.0,0.00202407,-4.507285004515429,-5.2487118883769925,-3.7746862782432755,0.10501600600936394,0.07248642730827062,0.15147371928874961,953.1302085079487,,,,,
filtered,2014-07-25,146.0,-0.03137157,-4.473173442478229,-5.224857548758759,-3.7046278729028583,0.10682249778325247,0.07335616165979592,0.15687375012611007,961.6486033084608,,,,,
filtered,2014-07-28,147.0,0.00244285,-4.481690743960419,-5.2604416955764055,-3.7150947813547366,0.10636854537236495,0.0720625456274425,0.15605490310373069,948.4653724871728,,,,,
filtered,2014-07-29,148.0,-0.00428778,-4.483114776079665,-5.24961598867337,-3.6902373444133683,0.10629283621608715,0.07245366721322503,0.15800656878880445,949.3569327358794,,,,,
filtered,2014-07-30,149.0,0.00393364,-4.499621161994056,-5.31829639900057,-3.7130743494994665,0.1054191910688531,0.07000782905805725,0.15621263190909332,944.9324847315696,,,,,
filtered,2014-07-31,150.0,-0.01854926,-4.535439867611329,-5.306504847144747,-3.723799641631505,0.10354800744119791,0.07042179866827722,0.15537716102265786,947.2205958385615,,,,,
filtered,2014-08-01,151.0,-0.00394336,-4.52517248226202,-5.303068879829542,-3.731084420218734,0.10408095791997515,0.07054288615090427,0.15481224635899815,938.972265824498,,,,,
filtered,2014-08-04,152.0,-0.01320891,-4.567762932854265,-5.400379904162826,-3.729747316641358,0.10188796350098837,0.06719274812509335,0.1549157809684801,937.4557795579703,,,,,
filtered,2014-08-05,153.0,0.01660142,-4.573878426907072,-5.48733742975592,-3.7264275723205302,0.10157689171535265,0.06433389071121734,0.15517313488873433,934.6973757670455,,,,,
filtered,2014-08-06,154.0,0.02274007,-4.586067397540038,-5.474749775281171,-3.7321576808722816,0.10095971543648498,0.06474007398772745,0.1547291916994636,938.1459206077909,,,,,
