t,y,h_true
199,-0.622715107554368,-0.7700110923595476
200,-0.13470831949132275,-0.8014271943674381
201,0.762352927026483,-0.756748196216575
202,-0.18586934863858698,-0.5529234711330202
203,-0.7819022818930762,-0.5527480309637678
204,-0.045036174362256653,-0.4695747710433261
205,0.7057432018375833,-0.7930133430666797
206,-0.652072033979139,-0.806530703064197
207,-0.5694474355682089,-0.9388193225162018
208,0.31849409213056923,-1.12347670190426
209,-0.11849111738082556,-1.2514952558864447
210,0.33902053895897116,-1.2940689143149733
211,-0.007687331605588779,-1.147861465532122
212,0.35861948313974074,-1.3423845292270928
213,-0.5329742121960755,-1.3275182694611174
214,-0.006030181134963336,-1.3903181363773205
215,-0.1031834166532636,-1.4277595564402952
216,-0.6461139038279295,-1.2645130959513957
217,-0.8684741998701154,-1.1758603875222648
218,0.42221906600913006,-0.9699748597801854
219,-0.21349743491118894,-0.9940514658742649
220,-0.5902111324683327,-1.0986213136486425
221,-0.054685010150886705,-1.1292414967712583
222,0.6544029432028537,-1.0889897331774374
223,-1.342565033479541,-1.0598340374140576
224,-0.8129164897321388,-1.2206972271266407
225,-0.506363491413931,-1.2005028430686604
226,0.8180079682783926,-1.1602535082557648
227,0.19153566062433364,-0.7778247973780039
228,0.5967024897465234,-0.5029633617644133
229,-0.8255040808257906,-0.6458609634953039
230,-0.7890843021042757,-0.6995926388228212
231,0.281551887345045,-0.928121159933687
232,0.035013017295840415,-1.0188835772301994
233,0.33769206463515017,-0.9709763193747425
234,-0.12636896078199095,-0.7909689866602652
235,0.17676775199801342,-0.9066024927219984
236,0.09554384567038504,-1.007526383950508
237,0.40010640341633524,-1.329393946892791
238,0.41214611006700225,-1.3439120165677434
239,-0.7678727277752754,-1.4929568178496455
240,-1.0314065875758958,-1.5575840274190673
241,0.43411364017062043,-1.6723856233216334
242,0.5162640458107302,-1.666353437759868
243,-0.392743794385862,-1.9100220933305667
244,-0.6499231746235639,-2.1027782173392984
245,0.041277502324220665,-1.7503078040148745
246,0.35624885598846784,-1.9209119570855329
247,0.6424592920859061,-2.057802435141163
248,0.21516767824088556,-1.7505313328387309
249,-0.19480602834923194,-1.2922553174675078
250,-0.43057499659657633,-1.4592226522672838
251,0.0054073593870802945,-1.5006833162174698
252,-0.1460740576054148,-1.4344294840898693
253,-0.5677407082767403,-1.1620919529063343
254,1.066736226367539,-1.3052577560833798
255,0.9167384266211196,-1.332891700292195
256,0.6215145347040955,-1.2063043128741675
257,-0.5220938977142244,-1.1349002723179495
258,0.47223924529012334,-1.187276674832926
259,0.35073058376776656,-1.2017318192653443
260,0.219551416036133,-1.4019142359428813
261,0.6126780370030438,-1.4255828704607947
262,0.3072994106111082,-1.4527735078483142
263,0.36667907654846704,-1.4043648191689264
264,0.3045563246229857,-1.475532957416711
265,0.17003469223818096,-1.390536190312439
266,-0.9657827831821344,-1.2269127319300914
267,0.04596591460790875,-1.1967909508219188
268,-0.31483591674099565,-1.1381237610373809
269,-0.728864413002001,-1.1260067460695793
270,0.9596060799256878,-1.1222138847237797
271,0.9362712246107044,-1.2267811732134934
272,0.7562824572119267,-1.1725035987660923
273,0.1413359080443389,-1.181921480565133
274,0.8775013746661916,-0.8624885898085897
275,0.008793591583909374,-0.6306106967430456
276,0.15145660490112314,-0.5838153929572791
277,-0.7664219770221505,-0.7107595126227759
278,0.2548729417668543,-0.8862984480416054
279,0.04231903897974706,-0.7110380516370274
280,-0.9270525869024281,-0.6802945263158457
281,-0.037590487659638135,-0.6178641800176288
282,-0.05106668766923954,-0.8910161526632289
283,1.2322550821019167,-0.7551698958496049
284,0.6319235964115185,-0.6943517482419623
285,0.00740791052263727,-0.8700857984568751
286,0.15512672773081956,-0.9447119456206612
287,0.028095187383612517,-0.9068130065985635
288,-0.12927124492891318,-0.9017385966471699
289,-0.6736462659409228,-0.9485121166182882
290,-0.09320798010381569,-0.9655799933296336
291,-0.4515349157879312,-1.0044092002607774
292,-0.7654431566646391,-0.9813925474375839
293,0.3493904580635353,-0.7612269750654829
294,0.21979378033798502,-1.153388931953213
295,-0.9882862911467122,-1.1843148036710691
296,-0.06895560501283722,-1.15230849635507
297,0.5735111209627429,-1.103340143011353
298,0.5942368837587348,-1.1560271259192059
299,0.5056459398750492,-1.414854579513417
300,0.01978113868942541,-1.3532096195708982
301,-0.4915850021833515,-1.0835107988591437
302,-0.5626135419363908,-1.3110846856307898
303,0.19177246394841002,-1.1721779430071377
304,0.20646463013834032,-1.2162913881853576
305,0.6998218476355936,-1.2190012984141239
306,0.5543875222690355,-1.3703660360672925
307,-0.06535414919907141,-1.4094234808386552
308,-0.6821064382478094,-1.202134087208652
309,-0.1833119447454159,-1.1086717782942364
310,0.14233447679208974,-0.8455648841339177
311,-0.14429887092698734,-0.6735861542632462
312,-0.4243815208519159,-0.6175155677959124
313,0.21044706468991184,-0.3673999218368663
314,-0.42933089685934617,-0.3205289503710155
315,-0.5635679783409336,-0.21671485534032617
316,0.2701286658438995,-0.28469905271032264
317,-0.34666036543890805,-0.2961762087501322
318,0.19767884314302445,-0.42190449598266977
319,0.23623190410654957,-0.29080977091396176
320,-0.8923576713372738,-0.48883102125377276
321,-0.3966132687935964,-0.38681353925351036
322,1.157421554438319,-0.433806791701679
323,-1.0127387772780325,-0.2751055239305308
324,-1.9303971271804277,-0.18422200990292592
325,-1.9227737421452111,0.06440157404118207
326,0.03125323177947941,0.14208573049074336
327,0.02900080961572756,-0.1279828797719651
328,-0.10834148690678332,-0.16418636931353625
329,1.0116130320572922,-0.3650618571233526
330,-2.121691198657978,-0.4618519777645932
331,0.34918125295572555,-0.2513121534401472
332,1.428372897001449,-0.1781427172022884
333,-0.9669899049235723,-0.30763799997303165
334,-0.29869671009218146,-0.48046646493990053
335,-0.5889575458793332,-0.49113515706026445
336,-0.633747248989129,-0.6888851247556256
337,-0.21882141677776876,-0.798889612622444
338,0.9771194245682876,-0.7581215035110841
339,1.3665697262361662,-0.5920810529897471
340,-0.2599340813140329,-0.5130044005663887
341,1.2322721837667696,-0.8713076948391121
342,0.02349829659684017,-0.8295134546393998
343,1.1616149293310025,-0.8238230150153312
344,-0.0635796368460094,-0.7670247817589673
345,0.10046881220044736,-0.531582586058517
346,0.23832517185190633,-0.855120849997473
347,1.9787281394184955,-0.9481327382762146
348,0.5534775792141873,-0.8610528077089249
349,-0.4075544578167307,-1.1024603833957485
350,0.6246961094980645,-0.8779942146858497
351,-0.23936295781267758,-0.8264008963401754
352,-0.3443245922136541,-0.7046212715734596
353,0.6093204736964923,-0.799124182654525
354,0.022091686123014195,-0.6830859036799577
355,0.21347704496564832,-0.5323225931712032
356,0.010829680778065506,-0.5114212123554919
357,0.26332418891214365,-0.4909184420800227
358,0.33669895513683823,-0.4656394029253632
359,-1.4269471579039528,-0.6111720105485097
360,0.4828307063273125,-0.6449661522681073
361,-0.6994982624889512,-0.6784955475679179
362,-1.0522415113714487,-0.6306316014878561
363,-0.04567901010584738,-0.4917390164066763
364,0.06020208541399695,-0.6657672582112374
365,-0.490040152332003,-0.6945455950128369
366,0.6532256856755105,-0.48149089501360576
367,-0.9900491953117644,-0.6085844024850822
368,-0.28057548008735644,-0.7436643730040777
369,-0.4078471262402991,-0.7210085130392764
370,-0.03446578509597478,-0.6027204790753
371,0.20525697902922363,-0.6129249563689421
372,-0.8148635555036091,-0.4251931191123254
373,0.6190726549926572,-0.31391822815397663
374,0.05677286499751525,-0.20822767127584813
375,-1.7562386297517962,-0.14886336593895877
376,-2.1374228167939395,0.17475050009112275
377,-0.013007595163919774,0.10873373175848228
378,-0.19745021868142373,-0.2250566240042493
379,-0.10302442330914308,-0.007666771056550725
380,-0.026536785965183662,-0.10609168256837813
381,0.2127721882689921,-0.11672686543987186
382,0.9731990119929048,0.05320754325240329
383,-0.9959991442008577,-0.2187276142040077
384,-0.9452848378174951,-0.42991286789380845
385,-0.7753962274221117,-0.6872071724248223
386,0.19215120675303693,-0.8157114007558912
387,0.8533768622406767,-0.7552945678306655
388,-0.3064000382413004,-0.6840075543738299
389,-1.8056982120396634,-0.652046200843332
390,-1.1005107509515695,-0.8743996974018869
391,-0.4515725809997439,-1.224683221974727
392,-0.3045935106856418,-1.209789687506928
393,-0.21595888403267915,-1.2742624019274706
394,0.02120421076295476,-1.1971266641121547
395,-0.18113269871999127,-1.0859198202555995
396,0.6168422369963585,-1.062606010839129
397,-0.42109764471595545,-0.9467078677075771
398,-0.5460232746343028,-0.9139249255590896
399,0.31511636761214395,-0.8369974719520968
400,-0.9561450146848322,-0.9475885372240163
401,0.23920110239580497,-0.9761025931820145
402,0.06386234957432138,-0.9473031008880105
403,-0.09756665960143135,-0.8258047365487573
404,1.0177591854061687,-0.8900917702859804
405,-0.41391746169513033,-0.8152139288175841
406,1.3398183571782476,-0.8606333297403634
407,-0.1450086347575273,-0.882445654947372
408,-0.8726281492890245,-0.7615444289953399
409,0.04099774900174221,-1.067657151783603
410,-0.5731712013918471,-1.260098286441309
411,-0.3596387397960943,-1.4746231474644929
412,0.1605823220094192,-1.8104268710178038
413,0.21617526853448632,-1.8878537309105463
414,-0.25951335196580366,-1.748803034024069
415,0.4077053206040497,-1.769071552960733
416,0.49071280655180316,-1.7163308940806332
417,0.667872771145415,-1.5314583427515953
418,0.2741262531799445,-1.3163616726288936
419,0.7056625590568069,-1.3172415126589476
420,-1.082586613855452,-1.1046863838437695
421,-0.18454513552838786,-1.0877267935633401
422,-0.47328260221002894,-1.2107047233305592
423,0.06244260842235519,-1.2935436344604527
424,-0.2690148877410135,-1.5068178023113916
425,-0.07373823953322986,-1.6248333463020979
426,0.8208068449925198,-1.6597908491241993
427,-0.0793937091653509,-1.519459370743683
428,0.22195710471210844,-1.245760114946475
429,-0.11273504531298449,-1.4457145388046369
430,0.03810113944104835,-1.37341898240151
431,0.0028161949991352417,-1.5182980038030949
432,0.21914729469492814,-1.4315445004195217
433,0.5677094343964126,-1.438261163010095
434,0.7042090949591697,-1.6997492019969216
435,0.14339311508578312,-1.5395121772017413
436,0.26304254645076414,-1.6140769188069986
437,-0.4978998052749816,-1.6757396469988217
438,-0.03544456825874161,-1.8159303192823106
439,0.36554533922427773,-1.8895949012069746
440,0.3523013613699174,-1.7987234880665277
441,0.08589876724502082,-1.8031484345649926
442,0.37326333436705483,-1.7297546811856708
443,0.21468718155495292,-1.653573762660774
444,0.5854602954686531,-1.4358673014517258
445,0.13845759031804505,-1.474209205037831
446,-0.153442690067472,-1.6815116014135558
447,0.15856223296788602,-1.5009828908853518
448,-1.3598398644972507,-1.5356766299733793
449,0.1947132325881048,-1.3524174643875713
450,-1.9196119262716587,-1.2843383734785734
451,-0.9017629929449393,-1.295478851804718
452,0.24372025041531162,-1.2342981021436321
453,0.2992612566103996,-0.9346172750603783
454,-0.8504375931336979,-0.625031677450504
455,-0.5207574779294992,-0.6258735568570721
456,1.0087088669549134,-0.6130687611537986
457,-0.38395556231170413,-0.4632406746992269
458,1.6564593834881869,-0.6061926093733522
459,-0.0014451679957811915,-0.5680462751994133
460,0.30457387916338885,-0.5848843141365094
461,1.227978259338416,-0.5502515529937811
462,0.0928541174481146,-0.6887493272963786
463,-0.6275576448557049,-0.9365219714738326
464,-0.05875126386862983,-1.2493738277283115
465,-0.017599967506895048,-1.4095002298449035
466,-0.6557057694017089,-1.4660165156904563
467,-0.12108755497982798,-1.4960147582170569
468,-0.4092528891705994,-1.1905496411061176
469,0.5553686384154338,-1.0189341463868393
470,0.01935318321170902,-1.1626797894464782
471,-0.16269923928718055,-1.1056431278954404
472,-0.05934608562407978,-1.1635355695111258
473,0.12237336626090792,-1.2012840781318062
474,0.3440697812741341,-1.1674467083755449
475,-0.5856331949748511,-1.0695476395779695
476,-0.5954553496895693,-1.1183499829732328
477,0.6851922064190433,-0.9552217535738821
478,-0.23460722874123546,-1.127855834888026
479,-0.8080719854117783,-1.123069300487045
480,0.30813548311048417,-0.7297261624830587
481,0.32581809808645323,-0.7043724162147758
482,-1.1931603948193483,-0.49825906773740647
483,0.17875778278004256,-0.4995832689793031
484,0.5940264841174467,-0.4274792066104545
485,0.29847984287069823,-0.45317230957104454
486,0.49338556976453213,-0.49513827745854383
487,-1.0262523875104637,-0.6272064886436004
488,0.24846876342598623,-0.5738450901406595
489,-0.21172683724839317,-0.7143603158143049
490,-0.3535540046012136,-0.6230917208928614
491,0.6876834841900837,-0.47160591859918904
492,1.1916188456196877,-0.43247802995562884
493,1.4027484859262898,-0.4924409990903137
494,1.0553833686486882,-0.43957293222129995
495,-0.08534633942565516,-0.502686702586623
496,0.2920829937054202,-0.3772740326892519
497,0.5483547744629279,-0.6706667243408428
498,0.08408399222383432,-0.7308878278284144
499,0.07783600494903417,-1.0375829922621618
