t,merton_return,merton_log_price,kou_return,kou_log_price,bates_return,bates_log_price,bates_variance
139,-0.000766466022242604,0.025336082259108994,-0.0003262250305362674,0.08696982109799688,-0.001561279034909463,0.1369760877481597,0.015116799760114841
140,0.020281638460115867,0.04561772071922486,0.020721879451822203,0.10769170054981908,0.01079172547970017,0.14776781322785987,0.011820214759861739
141,-0.009154387296841246,0.036463333422383615,-0.00871414630513491,0.09897755424468417,-0.0001566155409408465,0.14761119768691902,0.015924645746945743
142,0.003749507869214047,0.04021284129159766,0.004189748860920384,0.10316730310560455,-0.006149819097771625,0.1414613785891474,0.01704500893533819
143,0.015466220525860816,0.05567906181745848,0.015906461517567153,0.11907376462317171,-0.006799493677578428,0.13466188491156897,0.019005586595732378
144,0.00650846818882346,0.06218753000628194,0.006948709180529811,0.12602247380370152,0.015444757941210918,0.1501066428527799,0.009905704405581086
145,0.012143856472118408,0.07433138647840035,0.012584097463824745,0.13860657126752626,-0.006004892193733957,0.14410175065904593,0.013848863295899965
146,-0.013530881707168568,0.06080050477123178,-0.013090640715462232,0.12551593055206403,-0.01306178763401114,0.1310399630250348,0.021575498795491137
147,0.00378175438003385,0.06458225915126563,0.0042219953717402,0.12973792592380423,-0.004444365031910008,0.12659559799312478,0.020135694367461206
148,-0.0032217810345928355,0.06136047811667279,-0.002781540042886499,0.12695638588091773,0.004323503879005736,0.13091910187213052,0.018587092677943586
149,-0.002715386657709179,0.058645091458963614,-0.0022751456660028424,0.12468124021491489,0.00360999680634283,0.13452909867847335,0.02197402656246917
150,0.018998286178086785,0.0776433776370504,0.019438527169793107,0.144119767384708,-0.013295924241246634,0.12123317443722671,0.030716987198550337
151,-0.002524802939152068,0.07511857469789833,-0.0020845619474457178,0.14203520543726228,0.012783314852284608,0.13401648928951132,0.028105559081428387
152,0.004188403651964004,0.07930697834986233,0.004628644643670354,0.14666385008093263,0.004166174189699251,0.13818266347921057,0.0344095629872341
153,-0.021673384183513708,0.057633594166348626,-0.021233143191807358,0.12543070688912528,0.0012810603803816156,0.1394637238595922,0.03490511819643928
154,0.022221797021062625,0.07985539118741125,0.022662038012768976,0.14809274490189425,-0.00948335413596571,0.12998036972362648,0.03988935099848416
155,0.011342439906699336,0.09119783109411059,0.011782680898405673,0.15987542580029993,0.004408847352659756,0.13438921707628623,0.03476538898281702
156,-0.0003133842273633086,0.09088444686674728,0.00012685676434304183,0.16000228256464297,-0.023878709965911724,0.11051050711037451,0.03870485606699328
157,-0.00375452178987451,0.08712992507687277,-0.0033142807981681732,0.1566880017664748,-0.0031717739643033482,0.10733873314607116,0.04857503118991624
158,0.00779999595722948,0.09492992103410225,0.008240236948935803,0.1649282387154106,-0.012915200856717948,0.09442353228935321,0.054803746834647823
159,0.015293225378839648,0.1102231464129419,0.015733466370545984,0.18066170508595658,-0.003763667471872331,0.09065986481748088,0.056953633291827226
160,0.02243073971261808,0.13265388612555998,0.022870980704324445,0.20353268579028103,-0.004674654722497451,0.08598521009498343,0.06411313284204416
161,0.01089090040446361,0.1435447865300236,0.011331141396169947,0.21486382718645097,0.0005124973547636219,0.08649770744974705,0.07839423912126153
162,0.0012976283818376677,0.14484241491186126,0.0017378693735440043,0.21660169655999498,0.02566164980004297,0.11215935724979002,0.06936132547213912
163,0.012926815585682594,0.15776923049754385,0.01336705657738893,0.2299687531373839,-0.000541085992010637,0.11161827125777939,0.06809898930556976
164,0.010315917737113878,0.16808514823465773,0.010756158728820242,0.24072491186620415,0.007477115127507469,0.11909538638528686,0.06006732236299116
165,0.0013461553081929312,0.16943130354285066,0.0017863962998992955,0.24251130816610345,0.009875577205869873,0.12897096359115673,0.0600287568449501
166,0.009919289961923955,0.1793505935047746,0.010359530953630292,0.25287083911973374,0.006076547883436617,0.13504751147459335,0.05607385911386938
167,0.009666125608587844,0.18901671911336246,0.010106366600294181,0.2629772057200279,-0.004177122343315298,0.13087038913127805,0.062349606973024406
168,-0.0003843007825942435,0.18863241833076821,5.5940209112093076e-05,0.26303314592914,-0.004864070970429651,0.1260063181608484,0.05257224917746747
169,-0.0060704823419446,0.18256193598882361,-0.005630241350238263,0.25740290457890175,0.020133481401605424,0.14613979956245382,0.05004493235362905
170,0.008491400936481625,0.19105333692530524,0.008931641928187961,0.2663345465070897,-0.02073432772554537,0.12540547183690845,0.04233908630321924
171,-0.012312408431800342,0.1787409284935049,-0.011872167440094006,0.2544623790669957,0.03182789651514148,0.15723336835204993,0.033324811878263375
172,-0.014867987283730927,0.16387294120977397,-0.01442774629202459,0.2400346327749711,0.005820721156662656,0.16305408950871259,0.025175783516122208
173,0.004390179757389673,0.16826312096716364,0.004830420749096009,0.24486505352406712,0.0014829396758574975,0.16453702918457008,0.024814617906648972
174,0.008128903542352267,0.1763920245095159,0.008569144534058604,0.2534341980581257,0.003909357169989108,0.1684463863545592,0.026286999396687733
175,0.004293890252413363,0.18068591476192927,0.004734131244119699,0.2581683293022454,0.009656183941722352,0.17810257029628154,0.029290262073405227
176,0.005673757360915521,0.1863596721228448,0.00611399835262183,0.26428232765486726,-0.00908981843193643,0.1690127518643451,0.037994606497894004
177,-0.0255351290250678,0.160824543097777,-0.025094888033361462,0.2391874396215058,0.017700640675034435,0.18671339253937955,0.030061016196507532
178,0.007903949804178245,0.16872849290195524,0.008344190795884582,0.24753163041739037,0.001915036175229562,0.1886284287146091,0.030762662095856305
179,0.019054440045631726,0.18778293294758697,0.019494681037338063,0.26702631145472844,-0.003519540168542612,0.1851088885460665,0.028632031253942713
180,0.011125185576676327,0.1989081185242633,0.011565426568382664,0.2785917380231111,0.005303316751731207,0.1904122052977977,0.021210604908769352
181,0.010711688715501988,0.20961980723976528,0.011151929707208352,0.28974366773031945,-0.0044463770242713085,0.1859658282735264,0.027073546654061174
182,0.003393217179650465,0.21301302441941575,0.0038334581713568294,0.2935771259016763,-0.0076679329319448986,0.1782978953415815,0.02394176949715579
183,0.0038652345733220517,0.2168782589927378,0.004305475565028416,0.2978826014667047,0.002905129291001507,0.181203024632583,0.022791686163422167
184,-0.001399456754928502,0.2154788022378093,-0.0009592157632221654,0.29692338570348253,-0.0010205006761040136,0.180182523956479,0.024353644176106394
185,0.0052895385709425535,0.22076834080875185,0.005729779562648918,0.30265316526613145,0.007439057264210486,0.18762158122068948,0.02455813023324121
186,-0.012877071171776167,0.20789126963697568,-0.012436830180069802,0.29021633508606165,0.00598386841566928,0.19360544963635876,0.02398647403406164
187,0.01912381541968189,0.22701508505665757,0.019564056411388253,0.3097803914974499,-0.00035870975952581596,0.19324673987683294,0.023531823005000698
188,-0.009900146574467583,0.21711493848219,-0.009459905582761219,0.3003204859146887,-0.009483206171652075,0.18376353370518086,0.02305580580379991
189,0.011097483359050558,0.22821242184124055,0.011537724350756895,0.3118582102654456,-0.004421426190874489,0.17934210751430638,0.022076374455849333
190,0.01720255954824948,0.24541498138949003,0.017642800539955816,0.3295010108054014,0.003623706851212133,0.1829658143655185,0.021507803560459927
191,0.011065165839454383,0.2564801472289444,0.011505406831160747,0.34100641763656214,0.0088122049610862,0.1917780193266047,0.021403169680071873
192,0.02978490248845128,0.2862650497173957,0.030225143480157646,0.3712315611167198,-0.005521095693620998,0.1862569236329837,0.02568291777341601
193,-0.024782778335007416,0.2614822713823883,-0.02434253734330105,0.34688902377341874,-0.014131732552220472,0.17212519108076324,0.03083871327157352
194,-0.005307240899509458,0.2561750304828788,-0.0048669999078030934,0.34202202386561564,-0.009475342081081917,0.16264984899968132,0.035253838538732714
195,0.01695801772383726,0.2731330482067161,0.017398258715543624,0.35942028258115927,0.016272751107324734,0.17892260010700606,0.03508711307588774
196,-0.015310042748005237,0.25782300545871084,-0.014869801756298928,0.34455048082486034,0.004757655347421369,0.18368025545442743,0.02352968330966041
197,-0.009545946904134184,0.24827705855457666,-0.00910570591242782,0.3354447749124325,-0.0023468490860412416,0.18133340636838619,0.021150808964034807
198,0.007063375966650298,0.25534043452122696,0.0075036169583566625,0.3429483918707892,0.018794719485382277,0.20012812585376846,0.011271427741932228
199,-0.060928748867178695,0.19441168565404826,0.12499732440504652,0.4679457162758357,0.002090884098916612,0.20221900995268507,0.01513774417009262
200,0.006246946611591447,0.2006586322656397,0.0026411492333409115,0.4705868655091766,0.002438716867090407,0.20465772681977548,0.019995906640810888
201,0.002200908241634575,0.20285954050727428,0.003787262773641664,0.4743741282828183,-0.0032772168088315845,0.2013805100109439,0.016460678795983855
202,0.0033470217819353,0.20620656228920958,-0.007978577715339386,0.4663955505674789,-0.0029176911575226894,0.1984628188534212,0.016623640788580064
203,-0.008418818707045694,0.1977877435821639,0.0033786166885962365,0.4697741672560751,0.0024683709919739727,0.20093118984539518,0.011252865838874075
204,0.002938375696889872,0.20072611927905376,-0.004061201589258934,0.4657129656668162,-0.0033430676068579024,0.19758812223853728,0.016214955664970065
