t,h_true,y_obs
114,-0.82346105,-0.74444528
115,-0.91736327,0.35946912
116,-0.73896433,-0.85303706
117,-0.84491736,-1.00447363
118,-0.87396973,-0.54181345
119,-0.95716655,-0.30652382
120,-0.97259094,-0.90704292
121,-1.19347,1.41919068
122,-1.38077928,-0.15348911
123,-1.09381888,0.92447537
124,-1.2667393,0.14165483
125,-1.20750379,0.72517303
126,-1.34930724,0.14312848
127,-1.22222739,-0.00659454
128,-1.27198398,0.03821491
129,-1.47005883,0.23072328
130,-1.49591519,0.15821547
131,-1.56433681,0.31379816
132,-1.39549934,-0.18502255
133,-1.3308709,-0.06674643
134,-1.32093211,-0.32284529
135,-1.26383001,-0.12890631
136,-0.94193986,0.19729748
137,-0.88580468,-0.5482527
138,-1.05609226,0.93639464
139,-1.01499711,0.17123382
140,-1.2762351,0.88513165
141,-1.19978499,-0.65253658
142,-1.26452016,0.24664346
143,-1.24871454,-0.14957378
144,-1.25677634,-0.08880607
145,-1.22618868,0.64896017
146,-1.60440178,0.48340628
147,-1.55979286,0.07705783
148,-1.59878627,-0.60040193
149,-1.53162336,0.61929002
150,-1.74575387,0.63289977
151,-1.77266003,0.04581393
152,-1.90741501,0.09124203
153,-1.68518587,-0.06262024
154,-1.40478355,0.07605009
155,-1.32677704,0.66486822
156,-1.25112476,0.26617613
157,-1.28807666,0.10814028
158,-1.38404793,0.60353589
159,-1.54927204,0.58377997
160,-1.56139154,0.50831885
161,-1.43191944,0.58709852
162,-1.30934565,-0.89727342
163,-1.31010826,-0.50981072
164,-1.37854699,0.78699374
165,-1.27156051,-0.48930941
166,-1.4154713,0.26374851
167,-1.58549118,0.01224535
168,-1.52112503,0.39473381
169,-1.41417705,-1.12850477
170,-1.35609673,-0.04558331
171,-1.28333029,0.62787297
172,-1.58431612,0.23535856
173,-1.47815069,-0.79520314
174,-1.24241381,-0.22510984
175,-1.1081538,-0.52733777
176,-0.98284463,0.31715963
177,-0.94842759,0.05387154
178,-0.90942328,-0.56028428
179,-0.93426988,-0.03655725
180,-0.8787327,0.43446928
181,-1.04115113,0.25015332
182,-0.81769827,-0.92001077
183,-0.94650482,0.36526597
184,-0.8214519,-0.27342267
185,-0.62746425,0.0566487
186,-0.51236732,0.04564194
187,-0.17784833,-1.22736004
188,-0.50304123,1.85935028
189,-0.5866049,0.24035301
190,-0.40257415,-1.67000262
191,-0.60824401,-0.56138737
192,-0.73911713,0.53749356
193,-0.66831544,-0.01634741
194,-0.89018086,-0.82929601
195,-0.8853224,-0.27989099
196,-0.81985486,0.25102188
197,-0.804523,0.3940429
198,-0.7760056,0.23367428
199,-0.88842643,0.12620616
200,-0.86225722,0.39779926
201,-0.92545068,0.40809361
202,-0.96756298,0.01918687
203,-0.84410823,-1.40371975
204,-1.04325583,-0.37712849
205,-1.39200058,0.28888153
206,-1.26782547,-0.32967807
207,-1.2301222,0.45648657
208,-1.02406561,-0.43370708
209,-0.82030576,-0.39614455
210,-0.95130632,-0.05970343
211,-1.17484761,-0.01604928
212,-1.22330468,0.47461095
213,-0.95849007,-1.27403977
214,-0.90081125,-0.69954575
215,-0.83258234,-0.23139655
216,-1.11224075,0.98594409
217,-1.19962363,-0.08775548
218,-1.35409779,-0.01613249
219,-1.27929129,-0.19930047
220,-1.22161325,0.08094966
221,-1.0168656,-0.57569129
222,-1.23788831,0.89536929
223,-1.28047488,0.59623113
224,-1.21455407,-0.1663139
225,-1.15580106,0.85016257
226,-0.83957995,-0.64299255
227,-0.82036396,0.56529794
228,-0.9526022,0.44175796
229,-0.95790356,0.17640437
230,-1.08417178,-0.55822692
231,-1.39259414,0.03429615
232,-1.44961761,-0.01190393
233,-1.1455444,-0.0060892
234,-1.28549174,0.41130134
235,-1.33798872,-0.02188587
236,-1.30005021,0.23155025
237,-1.34193748,0.5577088
238,-1.50297009,0.27189583
239,-1.09822993,-0.63846599
240,-0.88030085,-0.41041388
241,-0.79677526,-0.22798401
242,-0.82843314,-0.38980551
243,-0.76903494,-0.64851252
244,-0.67612611,0.43294892
245,-0.63086262,-0.31452328
246,-0.5738419,-0.3710084
247,-0.44629458,-1.64304807
248,-0.51324684,-1.20403861
249,-0.75210856,1.32415727
250,-0.62526756,-0.78322191
251,-0.86188505,-1.18028021
252,-0.94755282,1.47435746
253,-0.8838936,-0.45126379
254,-0.81761476,-1.05272209
255,-0.86768482,0.15216136
256,-0.88456937,0.46772976
257,-0.83633551,0.26755612
258,-0.94450129,0.69949963
259,-0.70182571,-1.16494303
260,-0.84392528,1.04965367
261,-0.87730912,0.84573742
262,-0.94737021,0.92245667
263,-0.92922623,0.09921451
264,-0.69664174,-0.77339711
265,-0.8469108,0.05375292
266,-0.78365338,-1.06925333
267,-0.69452315,-0.55492679
268,-0.53151555,-2.02955987
269,-0.66355495,-0.76590257
270,-0.79758272,0.42120143
271,-0.83053924,-0.08570101
272,-0.85950079,0.1663974
273,-1.01499617,0.67208333
274,-0.91514639,0.00134135
275,-0.83421198,-0.01420778
276,-0.53392463,-0.83688343
277,-0.59396937,-0.37080873
278,-0.76098969,-0.38387535
279,-0.9014796,0.24415054
280,-0.85429094,-0.08014821
281,-0.9734925,0.71440722
282,-0.86337583,-0.32987911
283,-0.96541197,0.49455948
284,-0.93825358,-0.84330274
285,-0.95030301,0.16223754
286,-1.08674814,0.35675122
287,-1.30236906,0.98267356
288,-1.10610549,-0.48469144
289,-1.04840418,-1.34318077
290,-1.2204042,0.17587637
291,-1.37461203,0.58075842
292,-1.06377919,-1.18534305
293,-1.18748532,0.34385476
294,-0.94019334,-1.1649949
295,-0.90463212,0.92418602
296,-1.15525703,-0.15914112
297,-1.21414031,-0.13026341
298,-1.08582591,-0.11447747
299,-1.34949544,0.67930431
300,-1.42564141,0.68267299
301,-1.5070103,-0.11180922
302,-1.41063025,0.19271469
303,-1.33109644,-0.86546934
304,-1.24045838,-0.62642949
305,-1.19795321,-0.74199947
306,-1.12506629,-0.52514927
307,-1.3137095,0.65302687
308,-1.26805154,-0.3461421
309,-1.04233316,-0.65748903
310,-1.03624702,0.12915323
311,-1.1281095,0.40838259
312,-1.20428406,-0.04915761
313,-0.99375915,-0.96283167
314,-1.35586342,1.32069414
315,-0.96278833,-1.00451602
316,-1.25443038,0.37360398
317,-1.28973091,-0.01121218
318,-1.44804719,0.51321106
319,-1.35592967,-0.79012886
320,-1.24037227,0.76808416
321,-1.20736705,-0.20674947
322,-1.22244652,0.32769024
323,-1.47537387,0.48190219
324,-1.51968224,0.83982633
325,-1.53021769,0.71259038
326,-1.67987226,0.4578374
327,-1.61156605,-0.40756671
328,-1.56660965,0.43924561
329,-1.59818012,-0.58618258
330,-1.58286914,-0.35020124
331,-1.61673421,0.04478726
332,-1.85408001,-0.21621335
333,-1.75614759,-0.28829844
334,-2.11817481,0.68039016
335,-2.0437741,-0.27152666
336,-2.20998541,0.45781825
337,-2.12128326,0.65393788
338,-2.02461647,0.04566459
339,-2.01891716,0.28818495
340,-1.89458687,0.29917278
341,-1.9459477,-0.04399895
342,-1.98943475,0.34187117
343,-1.73499554,-0.48155434
344,-1.77666173,0.19924808
345,-1.7902261,0.38706429
346,-2.10428591,0.14314677
347,-2.18851979,-0.54177928
348,-2.29740996,-0.09851579
349,-2.28865336,0.33894857
350,-2.28675286,-0.24548811
351,-2.25669345,0.30321156
352,-2.36538647,-0.09212004
353,-2.24064253,-0.15367095
354,-2.10630055,-0.11705606
355,-1.96786199,-0.46626493
356,-1.94063883,-0.06685669
357,-2.0948033,-0.26175596
358,-1.95909685,-0.24286394
359,-2.08366598,0.15094749
360,-1.88195318,-0.99090868
361,-2.07999038,-0.01799933
362,-1.82841384,-0.19475017
363,-1.68846384,-0.58940443
364,-1.83574031,0.37843621
365,-1.80192695,0.1811898
366,-1.80601979,0.13567599
367,-1.75812133,0.24682299
368,-1.61432645,-0.80585413
369,-1.93298694,0.75747069
370,-1.72683857,-0.62319241
371,-1.98400872,0.37664894
372,-1.81486273,0.44042199
373,-1.71297221,-0.24632551
374,-1.82555263,0.1832358
375,-1.84567576,-0.28987283
376,-1.51299214,0.244802
377,-1.32719507,-0.70322821
378,-1.18912632,0.06976069
379,-1.11707069,0.49251416
380,-1.0182529,0.1942411
381,-0.92216937,-0.01470502
382,-1.19204596,0.53128584
383,-1.26971337,-0.44005726
384,-1.00934948,0.39629745
385,-0.8051859,-0.30660535
386,-0.60843656,-0.49047758
387,-0.58976387,-0.78063869
388,-0.54252226,-0.11146535
389,-0.75164441,0.41683352
390,-0.77105451,1.08583375
391,-0.64379088,-0.31686728
392,-0.61715905,-0.06324294
393,-0.65908138,-0.60126216
394,-0.69196672,-0.40372332
395,-0.88875505,0.68475521
396,-0.8334027,-1.14899443
397,-0.85680331,0.6018006
398,-0.70221565,0.25255432
399,-0.7053122,-0.52801889
400,-0.87670766,0.5420664
401,-0.82351443,0.61294541
402,-0.66381204,-0.47681743
403,-0.86052857,0.22485312
404,-0.83212803,-0.18708972
405,-0.9238483,0.32004521
406,-1.00172652,-0.17691917
407,-0.9549568,-0.31256874
408,-0.91969243,0.0723243
409,-1.09301601,0.08855169
410,-0.87455899,-1.1141694
411,-1.19582039,-0.30472058
412,-1.18557928,0.00675511
413,-1.19765353,0.61007444
414,-1.59264909,0.75733929
415,-1.34065389,-0.8989857
416,-1.38740525,-0.23093183
417,-1.509935,0.07737653
418,-1.28051416,0.4625701
419,-1.32248962,0.93836363
420,-1.30747846,0.78064158
421,-1.3122489,0.0830945
422,-1.24806026,1.37708035
423,-1.11292562,-0.59510301
424,-0.96418817,-0.49266672
425,-1.03872505,0.61378591
426,-1.03290046,0.13466703
427,-1.02981566,0.17000275
428,-0.96517631,-1.16644405
429,-0.86623512,-0.76763681
430,-1.08659294,0.38948393
431,-1.071398,-0.37607901
432,-0.94460128,-0.98390843
433,-1.0073048,-0.18313536
434,-1.01407375,0.15948141
435,-1.16483548,0.63182406
436,-1.15044006,-0.93949616
437,-1.43971557,0.47154838
438,-1.4596692,0.01008282
439,-1.4500765,0.10138065
440,-1.29442676,-0.75178624
441,-1.4613897,-0.1737811
442,-1.40421051,0.46268547
443,-1.45678511,-0.94165226
444,-1.69868048,0.05584246
445,-1.7613794,-0.03100872
446,-1.73275085,-0.12163051
447,-1.55336738,-0.51057517
448,-1.66611406,0.36771837
449,-1.87647694,0.43252372
450,-1.83479966,-0.07150686
451,-1.57151425,-0.60754079
452,-1.2453241,-0.65743307
453,-1.42951684,0.34205744
454,-1.57806812,-0.05129635
455,-1.50117108,0.13342754
456,-1.5794611,0.52941724
457,-1.38845111,0.33220153
458,-1.29738556,0.47884934
459,-1.57058376,0.30326942
460,-1.68351703,0.23131576
461,-1.74872891,0.05916017
462,-1.44394081,-0.52857755
463,-1.36855374,-0.20584145
464,-1.34614013,-0.01665405
465,-1.26850732,0.41632262
466,-1.013343,-0.33472248
467,-0.92451067,-0.81343547
468,-0.93995687,0.5364216
469,-0.81186286,-0.16640566
470,-0.68454788,-0.01291098
471,-0.51396551,-0.27034383
472,-0.58190129,0.35037506
473,-1.03403341,1.0714774
474,-1.58027433,0.15049395
475,-1.49510081,0.08886562
476,-1.6546121,-0.01551454
477,-1.42939259,-0.54045375
478,-1.08007277,-0.65447404
479,-1.01646516,0.71960528
480,-0.99631713,-0.56728182
481,-1.01288674,0.01447766
482,-1.21721138,0.25073291
483,-1.32202386,0.60493746
484,-1.30717136,-0.13639788
485,-1.31388351,0.12770092
486,-1.21194487,-0.64056825
487,-1.36182467,0.74783089
488,-1.41282046,-0.50370129
489,-1.33386394,0.09207422
490,-1.55345531,0.44339534
491,-1.42651419,-0.02134803
492,-1.31892154,-0.79230717
493,-1.25969787,-0.22776878
494,-1.32432546,0.51332024
495,-1.09270452,0.4715461
496,-0.8927022,-0.48152856
497,-0.84301311,0.31997771
498,-0.82954603,0.03477886
499,-0.71109668,-0.3246173
500,-0.82915682,0.00376504
501,-0.73919556,-0.21722862
502,-0.69598819,0.28964393
503,-0.76133477,0.57566692
504,-0.71166833,-0.88190173
505,-0.50397256,-0.89758236
506,-0.76711769,-0.05280194
507,-0.92726093,0.34953682
508,-0.97052068,-0.09527268
509,-0.87844976,-0.00999693
510,-0.83468909,0.12971515
511,-0.74722822,-1.46843992
512,-0.80947711,-1.13809203
513,-0.80978381,-0.01470325
514,-0.65866045,0.36384318
515,-0.63848438,-0.38857563
516,-0.57655568,-0.5245154
517,-0.58946791,0.63653196
518,-0.68544957,0.69324036
519,-0.59327588,-0.86638689
520,-0.45939349,0.09380656
521,-0.4603228,-0.5649449
522,-0.60539402,-0.02661716
523,-0.53584303,-0.84061771
524,-0.4841409,-1.01590728
525,-0.53022696,0.15111631
526,-0.17755063,-2.21017375
527,0.01857807,-0.61189757
528,0.04969652,-0.10568745
529,0.08491465,-0.3708754
530,0.27047474,-1.28486516
531,0.40219568,-1.37455494
532,0.35109203,-1.07058662
533,0.37881283,1.23754154
534,0.32584502,-0.15515664
535,0.11887712,0.38070436
536,-0.15360833,0.00539122
537,-0.14498217,0.95695868
538,0.25074892,-2.16807485
539,0.42852148,-0.62759317
540,0.36297869,0.53986446
541,0.3313768,0.07629704
542,0.23018552,-1.12941835
543,-0.03826383,1.31219282
544,-0.10862093,-0.3579027
545,-0.13408645,0.63981299
546,-0.13300927,-0.61598354
547,0.02492495,0.76392966
548,0.0683607,0.61666053
549,0.22260388,0.39982931
550,0.27804064,0.24262428
551,0.31764851,-1.41845849
552,0.38322753,-1.84651584
553,0.22254078,1.70585185
554,0.31189758,1.01450628
555,0.2317895,-0.967965
556,0.15877023,0.22581344
557,0.13585543,1.00853419
558,0.04758921,0.49719697
559,-0.13213254,0.82776546
560,-0.15770228,-0.60155791
561,-0.21834562,-0.03728516
562,-0.28231852,1.44936821
563,-0.31861586,-0.1381405
564,-0.65367503,0.19783926
565,-0.70352579,-0.32529433
566,-0.50516388,-0.64760737
567,-0.32674233,-0.50173891
568,-0.34135588,-0.0805271
569,-0.36054577,1.24139228
570,-0.727671,-0.39864411
571,-0.8173165,0.18884066
572,-0.71928134,0.0451233
573,-0.78533979,0.72565286
574,-0.63725028,-0.2586458
575,-0.50373414,-0.19061434
576,-0.60284457,0.65474307
577,-0.59816726,-0.04014928
578,-0.38927921,-2.35332758
579,-0.62025346,-0.23408004
580,-0.68613495,-0.02757952
581,-0.92164975,-0.06276665
582,-1.05312651,1.51119673
583,-0.78127142,-0.85082847
584,-0.84237077,-0.53384038
585,-1.13331921,0.48391876
586,-1.27899743,0.2244455
587,-1.51065839,0.06588023
588,-1.47304457,0.11626276
589,-1.39623244,-0.67280498
590,-1.25614261,-0.59783931
591,-1.15352964,-0.18291742
592,-1.35538188,0.21040634
593,-1.28991586,0.1826751
594,-1.30236657,0.72846333
595,-1.14216896,-0.41014022
596,-1.02538562,0.77833737
597,-0.73055136,-1.41835348
598,-0.87761478,1.12792118
599,-1.0400285,-0.36634648
600,-1.11175676,0.34816972
601,-1.12376357,-0.29202681
602,-1.22118253,-0.15193741
603,-1.3464735,1.23214332
604,-1.29145263,0.32463535
605,-1.35607067,0.04238344
606,-1.45242165,-0.93829294
607,-1.64555039,-0.38608284
608,-1.96365145,0.03359675
609,-1.73599855,-0.29425671
610,-1.52033403,-0.13530161
611,-1.38734018,-0.58543334
612,-1.29712734,0.19296906
613,-1.37471061,0.38869467
614,-1.27854113,-0.40051776
615,-1.43860016,-0.22606038
616,-1.41246632,0.1184133
617,-1.51897121,0.19618711
618,-1.41782152,0.12309439
619,-1.17250485,0.18359134
620,-1.31752342,1.01359769
621,-1.38764419,0.58479251
622,-1.36581688,-0.19747414
623,-1.6259969,0.33498167
624,-1.84112448,0.64420134
625,-1.58837184,-0.65466689
626,-1.52542508,-0.36341522
627,-1.60393503,0.44170763
628,-1.59159772,0.68849433
629,-1.64618466,0.48586231
630,-1.61218711,0.28602775
631,-1.66089515,0.07874125
632,-1.65839312,-0.29077197
633,-1.5393291,0.1074974
634,-1.43411602,0.50491846
635,-1.20369082,-0.57485235
636,-1.14162225,-0.41056643
637,-1.13387028,-0.30125884
638,-0.88684363,-0.31774966
639,-0.92294269,0.72031893
640,-1.25084672,-0.3525646
641,-1.12394552,-0.1969935
642,-1.08266021,-0.74138547
643,-1.08366546,1.01602658
644,-0.95752555,-0.16426091
645,-1.02465787,-0.07319977
646,-1.34329782,0.65785281
647,-1.20617642,-0.97784896
648,-1.29920366,-0.35079014
649,-1.43503023,0.2581287
650,-1.73463965,0.66127296
651,-1.5995222,-0.2671399
652,-1.95364281,0.1421048
653,-1.74009823,-1.26612024
654,-1.7700238,-0.35003893
655,-1.62623754,-0.43768593
656,-1.54685731,0.13276495
657,-1.25501771,-0.58403706
658,-1.19096053,-0.81267789
659,-1.00666968,-0.75795251
660,-1.09058271,0.15135834
661,-1.32229788,0.50570699
662,-1.167509,-0.12831914
663,-1.40081837,0.34112711
664,-1.27748948,-1.054537
665,-1.4303797,0.63411328
666,-1.37695399,0.11138404
667,-1.08672115,-0.3043175
668,-0.98543632,1.23330942
669,-1.01794391,-0.3511009
670,-0.95323613,0.10323936
671,-1.03364636,-0.37617172
672,-0.6861603,-0.61866088
673,-0.8054183,0.77504077
674,-0.82762753,-0.10870809
675,-0.74845777,-0.9629055
676,-0.70310996,1.04156686
677,-0.64209001,-0.40541941
678,-0.7288931,-0.07071682
679,-0.77512071,-0.13588379
680,-0.64442037,-1.41950047
681,-0.52578775,-0.58416608
682,-0.48347195,-0.91441895
683,-0.29967313,0.35676666
684,-0.17674436,-1.64007709
685,-0.07707387,-0.06152835
686,-0.34555234,0.65757484
687,-0.3105056,0.25626718
688,-0.30460122,0.14047375
689,-0.10442148,0.30843917
690,-0.56134708,0.87507477
691,-0.59920432,-1.06352411
692,-0.59710073,0.76738764
693,-0.77217289,0.5672981
694,-0.91638122,-0.07840901
695,-0.69728074,-0.85282057
696,-0.63703044,-1.34655623
697,-0.3685719,-0.34036943
698,-0.41488972,0.47921455
699,-0.64391594,1.25306408
700,-0.70319618,-0.0103684
701,-0.78584863,-0.17351648
702,-0.68807258,-0.08911868
703,-0.59966819,-0.24709683
704,-0.53469817,-0.47404152
705,-0.21419745,-2.22159519
706,-0.04863092,0.54086145
707,-0.20499582,2.12709862
708,-0.0795224,0.32990425
709,-0.1029334,-0.19199445
710,-0.16125672,0.40860417
711,0.02375892,-0.55006625
712,-0.14367039,1.08861821
713,-0.03118767,0.10473046
714,0.0515728,-0.62324592
715,-0.11932276,-0.27073876
716,-0.39106256,0.84125942
717,-0.42184801,-0.27479029
718,-0.88253539,0.25574498
719,-0.71793323,-0.79338207
720,-0.67230648,-0.9893618
721,-0.46633146,-0.66853363
722,-0.43883546,1.50091308
723,-0.22820438,-0.91332333
724,-0.34034128,0.01238275
725,-0.2836463,-0.30031591
726,-0.36442354,1.22366626
727,-0.40062231,1.67673617
728,-0.40499226,1.22565499
729,-0.36924458,0.54481891
730,-0.4968589,-0.29412527
731,-0.44299724,0.5018322
732,-0.45366885,-0.90399934
733,-0.67409754,-0.39677632
734,-0.94901793,0.60889314
735,-0.7817908,-0.38837778
736,-1.12739929,0.54918347
737,-1.14799716,1.06828838
738,-1.36212793,0.19748805
739,-1.09538619,-0.26787984
740,-1.00802765,-0.11020223
741,-0.95829529,0.31489355
742,-1.08096937,0.67866838
743,-1.28449075,0.51078763
744,-1.24914488,-0.33366186
745,-1.24507332,-0.28320398
746,-1.39847632,0.1141085
747,-1.55212033,0.38269005
748,-1.70806954,0.50727085
749,-1.86404932,0.03949911
750,-1.93181835,0.55569666
751,-1.85432031,-0.13789769
752,-1.75388278,-0.8629956
753,-1.73773634,0.73460988
754,-1.69575227,-0.00315192
755,-1.59266045,0.2261907
756,-1.87450064,-0.17948012
757,-1.81672192,-0.29200514
758,-1.59541648,-0.41836708
759,-1.86773359,-0.05143475
760,-2.25415299,0.37972913
761,-2.24478602,-0.0889928
762,-2.04561058,0.17925629
763,-2.03980053,-0.63597431
764,-1.91601427,0.06610991
765,-1.84212511,0.27679228
766,-1.99158557,0.85783496
767,-2.10575217,0.39379153
768,-2.32568176,0.0118915
769,-2.05845601,-0.35161267
770,-1.90071394,-0.08302373
771,-1.88943624,0.47961344
772,-1.89825198,-0.5511369
773,-1.99179043,0.32468358
774,-1.90271035,-0.60051642
775,-1.98428042,-0.05250804
776,-2.00957245,-0.36935991
777,-2.07354094,-0.11234007
778,-1.92560472,0.12025578
779,-1.91970815,-0.10209843
780,-1.87112826,-0.30492092
781,-2.01701922,-0.08784912
782,-2.08173062,-0.24374034
783,-2.02496977,0.20015845
784,-2.23228542,0.26704768
785,-2.22830723,0.13315546
786,-2.19339883,-0.41826082
787,-2.34695526,0.20310304
788,-2.15222946,-0.82908854
789,-2.06580359,0.30520356
790,-2.05678336,0.19774344
791,-2.13054022,0.08552469
792,-2.33976104,-0.3786321
793,-2.15815334,-0.45018038
794,-2.19173792,-0.32520101
795,-2.36748124,0.16973061
796,-2.43589338,0.20475502
797,-2.32493582,0.01613437
798,-2.24939762,0.40499182
799,-2.37205476,0.14850783
800,-2.16098964,0.17948204
801,-2.3394245,0.13671689
802,-2.0955236,-0.08384046
803,-2.03336844,-0.10352767
804,-2.05993752,0.15762546
805,-2.06599552,0.03178988
806,-2.02222585,-0.22793903
807,-1.91173966,0.86805239
808,-2.15093547,0.39882339
809,-2.23043592,0.28854857
810,-2.18653922,0.21330553
811,-1.97461706,-0.15689701
812,-1.7755707,-1.06852784
813,-1.51373574,-0.22068641
814,-1.33664716,-0.8177317
815,-1.45116323,0.26224054
816,-1.44018402,0.12345994
817,-1.26430122,-1.10061913
818,-1.11029932,-0.2753626
819,-1.13755762,-0.66368058
820,-1.05797359,-1.3800299
821,-0.95897528,-1.00071318
822,-0.95218734,-0.08071457
823,-0.778191,-0.50112917
824,-0.88896605,-0.0587693
825,-0.70136465,-0.12111986
826,-0.76816821,-0.0081413
827,-1.01019973,0.67586905
828,-1.27386609,0.80975525
829,-1.24635687,1.07400299
830,-1.4039865,0.22854917
831,-1.12212375,0.07567896
832,-1.22289184,0.29410729
833,-1.21590519,0.13240356
834,-1.3142301,0.14098272
835,-1.54451105,0.42318593
836,-1.46067262,-0.20327858
837,-1.68911007,0.7149379
838,-1.61375801,-0.36191212
839,-1.63743534,-0.51125535
840,-1.7721238,0.01935504
841,-1.56469696,-0.53417901
842,-1.45172401,-0.38049741
843,-1.40098015,-0.12231151
844,-1.25799226,-0.47964798
845,-1.48613173,-0.19527419
846,-1.5513294,-0.3755827
847,-1.47325771,-0.2912913
848,-1.102869,-1.55104248
849,-1.06923795,-0.63197443
850,-1.14117102,0.20865482
851,-1.48574159,0.6507176
852,-1.18573322,-0.7429622
853,-1.14119005,0.42824616
854,-1.16154737,-0.23561857
855,-1.49806141,0.80048381
856,-1.50009483,-0.3875233
857,-1.46610248,-0.2732653
858,-1.53138333,0.36702324
859,-1.71619919,0.6682538
860,-1.90436614,0.04820897
861,-1.58879322,0.00670766
862,-1.55648883,-0.39644878
863,-1.61918501,0.14601495
864,-1.59498097,-0.0439008
865,-1.58175642,-0.07719382
866,-1.78060054,0.11235368
867,-1.61998891,-0.73060526
868,-1.62982257,-0.27231373
869,-1.59422533,-0.17675505
870,-1.35478952,-0.15237291
871,-1.54091631,0.57257835
872,-1.6408866,-0.04946831
873,-1.57458715,-0.26520631
874,-1.42342116,-0.54831303
875,-1.50356051,-0.12210675
876,-1.57329951,0.56226415
877,-1.46178108,0.56162563
878,-1.10778102,-1.16461971
879,-1.09398472,-0.60983781
880,-1.20780606,-0.08575371
881,-1.36014511,-0.19370801
882,-1.37098342,-0.49455503
883,-1.23353487,-0.65618359
884,-0.80509348,-1.20062869
885,-0.80013803,-0.77604781
886,-0.55022012,0.08845774
887,-0.51917614,-1.01421418
888,-0.50200082,-0.83755724
889,-0.29758751,-0.02619231
890,-0.30434403,-1.8531054
891,-0.4727261,0.85843782
892,-0.30661177,0.3037943
893,-0.56621536,0.79650404
894,-0.42690162,-1.57028147
895,-0.44528025,0.19298251
896,-0.50703653,-1.12811757
897,-0.57068015,-0.09066641
898,-0.60577061,-0.305774
899,-0.68404931,0.13291667
900,-0.62715964,-0.35435461
901,-0.69979219,0.20071983
902,-0.99693581,0.8343973
